source_genesymbol,target_genesymbol,interaction_type
Ptpn11,Pdgfrb,-|
Jak2,Cdkn1b,->
Stat3,Fcgr1,->
Stat3,Tcf7l2,->
Stat5a,Bcl2l11,->
Myc,Snai1,->
Vav1,Rhoa,->
Jak2,Dbp,->
Dbp,Bmal1,->
Ppp2ca,Ikbkb,->
Stat5a,Sumo1,-|
Sumo1,Srf,-|
Tcf7l2,Sox5,->
Stat3,Myod1,->
Vav1,Insr,->
Stat5a,Tfap2a,->
Myc,H2-D1,->
Mapk3,Ets1,->
Stat3,Cflar,->
Ppp2ca,Creb1,->
Stat3,Sox2,->
Ppp2ca,Prkaca,-|
Stat3,Ahr,->
Myc,Casp1,->
Stat3,Esr2,->
Stat5a,Pml,->
Stat3,Mmp1a,->
Jak2,Map3k5,-|
Jak2,Pak1,->
Pak1,Casp1,->
Casp1,Casp7,->
Myc,Casp8,-|
Myc,E2f3,->
Ppp2ca,Smad3,->
Stat5b,Jun,->
Ezh2,Lmx1a,->
Stat3,Tp63,->
Myc,Myog,->
Mapk1,Twist1,->
Myc,Rara,->
Stat3,Myb,-|
Myb,Mcm4,->
Mycn,Inhba,-|
Il12b,Boc,->
Boc,Shh,->
Shh,Gpc1,->
Myc,Wt1,->
Stat3,Mnda,->
Mapk3,Map1b,->
Prkca,Ywhah,->
Stat3,Birc3,->
Stat5b,Mef2c,-|
Myc,Mpo,->
Myc,Odc1,->
Mapk1,Rtn4,->
Il12b,Il23r,->
Il23r,Tyk2,->
Tyk2,Siva1,->
Stat3,Hif1a,->
Hif1a,Ace2,-|
Stat3,Fgg,->
Fgg,Vwf,-|
Mapk3,Ncoa2,->
Ezh2,Ascl1,->
Myc,Ei24,->
Myc,Atf3,->
Mapk1,Capn1,->
Stat3,Becn1,-|
Myc,H2-Q10,->
Stat3,Ciita,->
Jak2,H3c11,->
Stat3,Cav1,->
Stat5b,Aurka,->
Stat3,Cebpa,->
Cebpa,Crabp2,-|
Myc,Nbn,->
Stat6,Fgfr1,->
Myc,Lmna,->
Myc,H2-T23,->
Stat3,Il13,->
Myc,Ets2,->
Stat5b,Pparg,-|
Myc,Rassf1,->
Stat5a,Il7r,->
Stat3,Ddit3,-|
Chuk,Nfkb1,->
Myc,Mybl2,->
Stat3,Notch1,->
Stat3,Bcl6,->
Myc,Parp1,->
Stat3,Srebf1,-|
Itk,Erbin,->
Erbin,Ripk2,-|
Ptpn11,Ptk2,-|
Mapk3,Mitf,->
Stat3,Birc5,->
Dbp,Arnt,->
Ywhae,Tbp,->
Stat3,Ccl20,->
Stat5a,Bcl2l1,->
Mapk3,Nfatc4,->
Stat3,App,->
Vav1,Prkcq,->
Ahr,Hrk,->
Myc,Sp3,-|
Stat6,Irf4,->
Stat3,Fasn,->
Myc,Mcm7,->
Vav1,Cdc42,->
Cdc42,Prkcz,->
Stat3,Bcl2,->
Jak2,Adrb2,->
Stat3,Mcl1,->
Stat5a,Egf,->
Stat3,Vdr,-|
Cblb,Kit,-|
Irf4,Il15,->
Dbp,Tcf3,->
Stat3,Fgf2,->
Myc,Meis2,->
Meis2,Pax6,->
Stat3,Zfp36,->
Stat3,Stk11,->
Ezh2,Vdr,->
Stat3,Nkx2-5,->
Nkx2-5,Nr2f1,->
Vav1,Ptpn12,-|
Mapk1,Rock1,-|
Ppp2ca,Smad2,->
Tnfrsf1b,Traf1,->
Stat3,Myd88,->
Myd88,Traf3,->
Mapk1,Nr5a1,->
Mapk1,Nr4a2,->
Mapk3,Pgr,-|
Ppp2ca,Card11,-|
Ezh2,Pax8,->
Myc,Rps6,->
Stat3,Oprm1,->
Oprm1,Gnai3,->
Stat6,Cdkn2a,->
Myc,Casp9,->
Mapk3,Hif1a,->
Myc,Nkx3-1,->
Myc,Cxcr4,->
Stat3,Irf1,->
Ppp2ca,Mapk14,->
Ptpn11,Igf1r,->
Myc,Prkdc,->
Mapk3,Rxra,->
Ppp2ca,Rps6ka3,->
Ppp2ca,Stk4,-|
Stat6,Gata3,->
Stat3,Ccnd2,->
Jak2,Jak1,->
Jak1,Sirt1,->
Myc,Trp53inp1,-|
Mapk3,Hnf4a,->
Stat3,Wwtr1,->
Wwtr1,Nkx2-1,->
Myc,Ndrg1,-|
Tfap2a,Dbh,->
Stat3,Ccne1,->
Stat5a,Tnfrsf11a,->
Grb2,Ptk2b,->
Ppp2ca,Ppp1r14a,->
Ppp2ca,Rps6ka1,->
Myc,Casp8ap2,->
Myc,Dkk1,-|
Stat3,Th,->
Mapk3,Neurod1,->
Cd80,Cd274,->
Kat7,Src,->
Kat7,Mapk8,->
Mapk8,Bid,->
Kat7,Ppp2r5c,->
Kat7,Rela,->
Kat7,App,->
App,Ntrk1,->
Kat7,Jun,->
Kat7,Spi1,->
Kat7,Ep400,->
Ep400,Kat5,-|
Kat7,Gsk3b,->
Gsk3b,Ets1,->
Kat7,Vegfa,->
Vegfa,Tyro3,->
Vegfa,Nrp1,->
Kat7,Wt1,->
Wt1,Ube2i,-|
Kat7,Kat2b,->
Kat2b,Cdk2,-|
Mapk8,Tp53,->
Kat7,Pten,->
Pten,Akt1,-|
Gsk3b,Mapk14,-|
Kat7,Birc3,->
Birc3,Casp3,-|
Kat7,Nfya,->
Kat7,Carm1,->
Gsk3b,Mdm2,->
Gsk3b,Rb1,->
Jun,Cop1,->
Gsk3b,Lifr,->
Src,Egfr,->
Spi1,Faslg,->
Kat7,Crebbp,->
Src,Fyn,->
Jun,Nrf1,->
Gsk3b,Klf5,-|
Mapk8,Nr4a1,-|
Gsk3b,Ncoa3,->
Gsk3b,Vdac1,-|
Gsk3b,Mycn,->
Kat7,Ccnd1,->
Birc3,Traf2,-|
Rela,Ikbke,->
Kat7,Col1a2,->
Col1a2,Cd44,->
Gsk3b,Mndal,->
Mapk8,Rara,->
Gsk3b,Stub1,->
Gsk3b,Nfatc2,-|
Kat7,Mcm2,->
Spi1,Prdm1,->
Jun,Il11,->
Il11,Il11ra2,->
Kat7,Drd2,->
Drd2,Gnai1,->
Jun,Prkg1,->
Kat7,Igfbp7,->
Maml1,Rbpj,->
Gsk3b,Traf6,->
Kat7,Tnf,->
Wt1,Dnmt3a,->
Birc3,Ripk1,->
Carm1,Runx1,-|
Gsk3b,Myc,->
Ppp2r5c,Atf1,->
Kat7,Cdkn1a,->
Jun,Prkn,-|
Kat7,Ywhaq,->
Ywhaq,E2f1,->
Gsk3b,Camk2d,->
Camk2d,Itpr2,-|
Gsk3b,Rtn4,->
Jun,Txnip,->
Wt1,Nes,->
Gsk3b,Xiap,->
Ywhaq,Prkd1,->
Nfya,Hoxb7,->
Spi1,Il18r1,->
Spi1,Egr2,->
Carm1,Mef2a,->
Wt1,Bak1,->
Nfya,Gfi1b,->
Crebbp,Creb1,->
Gsk3b,Afdn,->
Jun,Tnfrsf8,->
Wt1,Litaf,->
Rela,Wnt5a,->
Wnt5a,Fzd7,->
Kat7,Il1b,->
Il1b,Il1r2,->
Il11,Il11ra1,->
Gsk3b,Crem,->
Gsk3b,Neurod1,->
Kat7,H3c6,->
Jun,Pdcd4,->
Mapk8,Mad1l1,->
Wt1,Ndrg2,->
Spi1,Mtor,->
Rela,Atm,->
Spi1,Klf4,->
Gsk3b,Cebpe,->
Gsk3b,Foxo1,->
Jun,Kitlg,->
Jun,Txn,->
Kat7,Il2,->
Jun,Runx2,->
Jun,Bbc3,->
Spi1,Mmp2,-|
Mapk8,Pkm,->
Jun,Map2k7,->
Birc3,Casp9,-|
Kat7,Hbb-b1,->
Gsk3b,Cebpa,->
Cebpa,Ltf,->
Crebbp,Hoxa10,->
Gsk3b,Mafa,->
Jun,Pea15,->
Ywhaq,Foxo3,->
Jun,Nfat5,->
Kat7,Cdkn1b,->
Spi1,Dapk2,->
Mapk8,Ctbp1,-|
Ctbp1,Tcf7l2,-|
Jun,Serpinb5,->
Gsk3b,Bmal1,-|
Kat2b,Myod1,->
Wt1,Ntrk2,->
Spi1,Nab2,->
Nab2,Egr3,-|
Wt1,Tfap2a,->
Mapk8,Cflar,-|
Nfya,Map2k3,->
Wt1,Htra2,->
Wt1,Pou4f2,->
Nfya,Casp1,->
Spi1,Esr2,->
Gsk3b,Lef1,->
Kat7,Mmp1a,->
Gsk3b,Daxx,->
Birc3,Casp7,-|
Cop1,Mta1,-|
Rela,Cxcl10,->
Crebbp,Mst1,->
Gsk3b,Cebpb,->
Rela,Tp63,->
Jun,Myog,->
Gsk3b,Gli1,->
Kat7,Btk,->
Jun,Abcc1,->
Gsk3b,Esr1,->
Rela,Fst,->
Fst,Inhba,-|
Gsk3b,Mnda,->
Gsk3b,Map1b,-|
Kat2b,Notch1,->
Jun,Ywhah,->
Jun,Smurf1,->
Smurf1,Tgfbr1,->
Kat2b,Fli1,->
Kat7,Grip1,->
Grip1,Mef2c,->
Wt1,Mpo,->
Wt1,Odc1,->
Gsk3b,Sox9,->
Kat7,Pcsk9,->
Pcsk9,Cd81,->
Gsk3b,Mapkapk2,->
Mapk8,Prkdc,->
Spi1,Tnfsf10,->
Crebbp,Myb,->
Dnmt3a,Dnmt3b,->
Kat7,Vmp1,->
Vmp1,Becn1,->
Jun,Npy,->
Rela,Bcl10,->
Gsk3b,Rest,->
Gsk3b,Ciita,->
Kat7,Il6,->
Kat7,H3c11,->
Gsk3b,Aurka,-|
Rela,Nfatc1,->
Il1b,Il1r1,->
Kat7,Fgfr1,->
Gsk3b,Lmna,->
Mapk8,Foxo4,->
Gsk3b,Cycs,->
Jun,Apoe,-|
Carm1,Pparg,->
Gsk3b,Rassf1,->
Mapk8,Bad,->
Spi1,Il7r,->
Kat7,Plau,->
Plau,Itga3,->
Rela,Nod2,->
Nod2,Nod1,-|
Birc3,Birc2,->
Gsk3b,Ddit3,->
Gsk3b,Mybl2,->
Jun,Tnfaip6,->
Birc3,Map3k14,-|
Jun,Krt17,->
Jun,Men1,->
Kat7,Il12b,->
Gsk3b,Srebf1,-|
Src,Ptk2,->
Jun,Lif,->
Gsk3b,Mitf,->
Gsk3b,Pak1,->
Src,Lyn,->
Rela,Ccl20,->
Mapk8,Mapk9,->
Mapk8,Bcl2l1,-|
Jun,Krt15,->
Gsk3b,Nbr1,-|
Nbr1,Gabarapl1,->
Gsk3b,Smad1,->
Spi1,Sp3,->
Gsk3b,Camkk2,-|
Kat7,Hspa5,->
Hspa5,Eif2ak3,-|
Spi1,Irf4,->
Wt1,Fasn,-|
Jun,Enpp2,->
Gsk3b,Fadd,->
Mapk8,Bcl2,->
Wt1,Tgfb2,-|
Wt1,Ctcf,->
Rela,Faf1,->
Kat7,Cd4,->
Wt1,Vdr,->
Rela,Il15,->
Wt1,Tgfb1,->
Ube2i,Tfap2c,->
Gsk3b,Tcf3,->
Kat7,Csf2,->
Jun,Fgf2,->
Gsk3b,Ezh2,->
Rela,Ifng,->
Kat2b,Ep300,->
Gsk3b,Zfp36,->
Gsk3b,Sf1,->
Sf1,Fus,-|
Nfya,Stk11,->
Spi1,Krt14,->
Gsk3b,Id2,->
Kat2b,Smad2,->
Jun,Myl9,->
Rela,Traf1,->
Gsk3b,Nr5a1,->
Jun,Klf6,->
Gsk3b,Foxm1,->
Foxm1,Bmi1,->
Birc3,Diablo,-|
Gsk3b,Foxp3,->
Gsk3b,Pgr,->
Gsk3b,Adam17,->
Kat7,Hmox1,->
Gsk3b,Gata6,->
Kat7,Il4,->
Drd2,Gnai3,->
Spi1,Cdkn2a,->
Mapk8,Atf2,->
Gsk3b,Nfkb2,->
Kat7,Kat2a,->
Kat2a,Irf7,->
Kat7,Ins2,->
Mapk8,Stk4,->
Spi1,Gata3,->
Gsk3b,Ccnd2,-|
Rela,Ncor2,->
Pten,Pdpk1,->
Crebbp,Tdg,->
Gsk3b,Ndrg1,->
Kat7,Ccne1,->
Jun,Tnfrsf11a,->
Drd2,Gnb2,->
Gsk3b,Rps6ka1,->
Jun,Dkk1,->
Kat2a,Smad7,->
Kat7,Th,->
Gsk3b,Cd274,->
Klf2,Tp53,->
Tp53,Bid,->
Klf2,Nfe2l2,->
Nfe2l2,Prkaa1,->
Tp53,Sp1,-|
Tp53,Tp73,->
Klf2,Dlk1,->
Dlk1,Fn1,->
Tp53,Prkca,-|
Klf2,Myc,-|
Rel,Il12a,->
Klf2,Cdkn1a,->
Klf2,Pparg,-|
Pparg,Egr1,->
Klf2,Vegfa,-|
Myc,Sumo2,->
Sumo2,Sox6,->
Tp53,Sp7,-|
Klf2,Kpna2,->
Kpna2,Irf3,->
Tp53,Carm1,->
Tp53,Mdm2,->
Pparg,Cops5,-|
Klf2,Hif1a,-|
Hif1a,Lifr,-|
Klf2,Tcl1a,->
Tcl1a,Akt1,->
Klf2,Vav1,->
Myc,Tfam,->
Klf2,Mapk7,->
Mapk7,Nr4a1,->
Tp53,Psme3,->
Psme3,Ncoa3,-|
Klf2,Cebpa,->
Cebpa,Fosb,->
Klf2,Tnf,->
Myc,Ikbkb,->
Klf2,Shc1,->
Klf2,Mef2a,->
Mef2a,Il1rn,->
Klf2,Sele,-|
Sele,Cd44,->
Csnk2a2,Il16,->
Tp53,Mapk3,->
Tp53,Stub1,->
Tp53,Ccar2,->
Klf2,Gata4,->
Gata4,Tal1,->
Nfe2l2,Gsk3b,->
Klf2,Ccr5,->
Ptprs,Il1rapl1,->
Hif1a,Prkg1,->
Mapk7,Fos,->
Myc,Traf6,->
Mef2a,Pitx2,->
Myc,Cebpd,-|
Myc,Atm,->
Tp53,Brap,->
Brap,Cdc14a,->
Mef2a,Calm2,->
Klf2,Foxp3,->
Foxp3,Nfatc1,-|
Pparg,Txnip,-|
Cebpa,Onecut1,-|
Hif1a,Xiap,->
Mycn,Ssh1,->
Csnk2a2,Hoxb7,->
Pparg,Stat5a,-|
Hif1a,Apex1,-|
Cebpa,Dach1,-|
Klf2,Mcl1,->
Myc,Prkaca,->
Tp53,Chuk,-|
Casp1,Il18,->
Klf2,Thbs1,-|
Thbs1,Tnfrsf11b,->
Tp53,Casp3,->
Hif1a,Rora,->
Klf2,Tgfb1,-|
Cebpa,Cebpb,->
Hif1a,Il11,->
Hif1a,Pik3c3,->
Myc,Wnt10b,->
Wnt10b,Fzd7,->
Hif1a,Mst1r,->
Rassf1,Stk3,->
Hif1a,Tgfb3,->
Foxp3,Crem,->
Hif1a,Men1,->
Myc,Tp53bp1,->
Tp53,Pdcd4,->
Pparg,Prkcz,-|
Pparg,Nr3c1,->
Myc,Stat3,->
Myc,Eno1,->
Myc,Sirt2,->
Mef2a,Il10,->
Tp53,Foxo1,-|
Hif1a,Smad4,->
Tp53,Pidd1,->
Pidd1,Ikbkg,->
Tp53,Hipk2,->
Pparg,Rarb,->
Vegfa,Grin2b,->
Cebpa,Cebpe,->
Mef2a,Calm3,->
Hif1a,Kitlg,->
Klf2,Il2,->
Pparg,Runx2,-|
Tp53,Bbc3,->
Tp53,Mmp2,->
Pparg,Pkm,-|
Mef2a,Cdk5,->
Tp53,Casp9,->
Pparg,Slc1a2,->
Klf2,Hbb-b1,->
Tp53,Pitx1,->
Pitx1,Hoxc11,->
Hif1a,Epas1,->
Pparg,Pea15,-|
Myc,Pdgfrb,-|
Tp53,Cdkn1b,->
Cebpa,Dapk2,->
Hif1a,Snai1,->
Hif1a,Tnfsf13b,->
Mef2a,Calm1,->
Klf2,Tbx5,->
Tbx5,Srf,->
Mef2a,Barx2,->
Barx2,Sox5,->
Mef2a,Myod1,->
Tp53,Crebbp,->
Hif1a,Ntrk2,->
Tp53,Prrx1,->
Prrx1,Mafb,-|
Myc,Cflar,-|
Hif1a,Park7,->
Hif1a,Cdh5,->
Nfe2l2,Ahr,->
Tgfb1,Tgfbr2,->
Hif1a,Esr2,->
Klf2,Cdh1,->
Cdh1,Ctnnb1,->
Tp53,Casp7,->
Tp53,Casp8,->
Hif1a,E2f3,->
Myc,Smad3,->
Tp53,Jun,->
Tp53,Nr4a3,->
Nr4a3,Nr4a2,->
Hif1a,Il17a,->
Myc,Junb,-|
Shc1,Abl1,->
Tp53,Esr1,->
Vegfa,Gpc1,->
Hif1a,Wt1,->
Tp53,Plk1,-|
Cebpa,Stat5b,->
Myc,Sox2,->
Klf2,Itgad,->
Itgad,Csk,->
Pparg,Ywhae,->
Tgfb1,Tgfbr1,->
Nfe2l2,Ccl12,-|
Cebpa,Ppard,-|
Nfe2l2,Il1b,->
Hdac1,Fli1,->
Mapk7,Mef2c,->
Klf2,Odc1,->
Hif1a,Sox9,->
Tp53,Ehmt2,->
Pparg,Nfkbib,->
Myc,Tlx1,->
Tlx1,Ascl1,->
Tp53,Fas,->
Gata4,Ar,->
Cebpa,Myb,-|
Myc,Cast,-|
Vav1,Ptpn11,-|
Mcl1,Becn1,-|
Cebpa,Spi1,->
Pparg,Ciita,-|
Dapk1,Prkd1,->
Tgfb1,Cav1,->
Myc,Aurka,->
Nfe2l2,Nrf1,->
Tbx5,Sall4,->
Hif1a,Rps6kb1,->
Rps6kb1,Mtor,-|
Klf2,Nqo1,->
Tp53,Dyrk2,->
Mcl1,Bad,->
Klf2,Il7,->
Thbs1,Itga3,->
Mef2a,Ppp1ca,->
Myc,Ddit3,-|
Pparg,Map3k14,-|
Tp53,Parp1,->
Pparg,Srebf1,->
Mapk7,Rps6ka1,->
Rps6ka1,Mitf,->
Hif1a,Arnt,->
Hr,Casp14,->
Pparg,Pou2f1,->
Hif1a,Mapk9,->
Mapk7,Nfatc4,->
Tp53,App,->
Nfe2l2,Atf4,->
Myc,Fasn,->
Tp53,Fadd,->
Aurka,Faf1,-|
Hif1a,Vtcn1,->
Vtcn1,Btla,->
Myc,Tcf3,->
Tgfb1,Sdc2,->
Kpna2,Irf1,->
Hif1a,Fgf2,->
Tp53,Ezh2,-|
Klf2,Ifng,-|
Myc,Zfp36,->
Tp53,Fus,->
Tp53,Stk11,->
Pparg,Rxra,->
Cebpa,Pin1,->
Myc,Smad2,->
Rock1,Myl9,->
Hif1a,Ppara,->
Hif1a,Twist1,->
Cebpa,Bmi1,-|
Casp2,Diablo,->
Tp53,Tdg,->
Tdg,Pgr,->
Cdh1,Ptprf,->
Klf2,Hmox1,->
Gata4,Gata6,->
Pparg,Nr1h3,->
Klf2,Il4,-|
Ccr5,Gnai3,->
Mef2a,Tnfsf11,->
Klf2,Ccn3,->
Ccn3,Notch1,->
Tp53,Nkx3-1,-|
Klf2,Cxcr4,-|
Cebpa,Usf1,->
Tnfsf13b,Tnfrsf13c,->
Csnk2a2,Spib,-|
Cdh1,Igf1r,-|
Foxp3,Gata3,->
Tp53,Trp53inp1,->
Hif1a,Ncor2,->
Klf2,Wee1,-|
Wee1,Hsp90aa1,->
Tp53,Ppp2ca,->
Ppp2ca,Prkcb,-|
Mef2a,Dbh,->
Myc,Ccne1,->
Hif1a,Gapdh,->
Pparg,Ppp1r14a,-|
Mef2a,Camk2a,->
Tp53,Bcl2l1,->
Hif1a,Th,->
Myc,Stat6,->
Gata4,Dll1,->
Cebpa,Foxa2,->
Thbs1,Ptprj,->
Hif1a,Cd274,->
Egr1,Prkca,->
Egr1,Tp53,->
Egr1,Ar,-|
Egr1,Sp1,->
Egr1,Ngf,->
Ngf,Ntrk1,->
Egr1,Tp73,->
Egr1,Fn1,->
Egr1,Ccr5,->
Ccr5,Gnai2,->
Egr1,Mdm2,->
Egr1,Il12a,->
Egr1,Cdkn1a,->
Egr1,Rela,-|
Egr1,Camk2a,->
Camk2a,Ets1,-|
Egr1,Vegfa,->
Egr1,Pgf,->
Pgf,Nrp1,->
Egr1,Sumo1,->
Egr1,Kat2b,->
Egr1,Akt1,->
Egr1,Src,->
Egr1,Fyn,->
Egr1,Pin1,->
Egr1,Gsk3b,->
Egr1,Tf,->
Tf,Tfrc,->
Egr1,Crebbp,->
Sumo1,Ncoa1,->
Egr1,Rb1,->
Egr1,Srebf1,-|
Srebf1,Nr0b2,->
Egr1,Prdm1,->
Tnfrsf17,Negr1,->
Egr1,Egfr,->
Egr1,Faslg,->
Egr1,Pitx1,->
Pitx1,Irf2,-|
Egr1,Pdx1,->
Pdx1,Tfam,->
Egr1,Klf5,->
Egr1,Nr4a1,->
Egr1,Abl1,->
Egr1,Bcl2l11,->
Egr1,Nos1,->
Egr1,Fos,->
Egr1,Tnfrsf1b,->
Tnfrsf1b,Traf2,->
Prdm1,Pax5,-|
Egr1,Nfkb1,->
Rb1,Yy1,-|
Egr1,Cd44,->
Egr1,Nr3c1,->
Nr3c1,Hdac1,->
Egr1,Maml1,->
Maml1,Tnfrsf12a,-|
Egr1,Casp1,-|
Casp1,Nlrp1b,-|
Egr1,Lmo1,->
Lmo1,Tal1,->
Prkca,Tln1,->
Bcl2l11,Bcl2l2,-|
Prkca,Ppp1r12a,->
Egr1,Ccnd1,->
Egr1,Tgfbr2,-|
Tgfbr2,Map3k7,->
Egr1,Ctnnb1,->
Egr1,Fas,-|
Fas,Ripk1,->
Gsk3b,Runx1,->
Egr1,Per1,->
Per1,Atm,->
Rb1,E2f1,-|
Egr1,Drd2,->
Egr1,Apex1,->
Egr1,Gdf15,->
Egr1,Egr2,->
Egr1,Ep300,->
Egr1,Bcl2,-|
Egr1,Bcr,->
Egr1,Birc5,-|
Birc5,Casp3,->
Sumo1,Rora,->
Egr1,Pik3c3,->
Egr1,Mst1r,->
Egr1,Il1b,->
Egr1,Tgfa,->
Egr1,Hif1a,->
Egr1,Cd40lg,->
Cd40lg,Cd40,->
Sumo1,Traf6,->
Egr1,Rps6ka1,->
Rps6ka1,Wwc1,->
Egr1,Tnfsf11,->
Tnfsf11,Tnfrsf11b,->
Apex1,Stat3,->
Egr1,Sgk1,->
Srebf1,Mlxipl,->
Nfkb1,Tnfaip3,->
Egr1,Bax,->
Sumo1,Smad4,->
Egr1,Myb,-|
Egr1,Klf4,->
Egr1,Elk1,->
Nr4a1,Rarb,->
Rb1,Hbp1,->
Apex1,Txn,->
Egr1,Ngfr,->
Ep300,Runx2,->
Hif1a,Prmt1,->
Egr1,Mmp2,-|
Egr1,Tnf,->
Egr1,Il1a,->
Sgk1,Mark1,->
Egr1,Dusp4,->
Dusp4,Mapk8,->
Egr1,Map3k1,->
Map3k1,Map2k7,->
Birc5,Casp9,-|
Egr1,Cav1,->
Egr1,Igf1r,->
Elk1,Dap3,->
Sgk1,Foxo3,->
Egr2,Mpz,->
Egr1,Tcf7l2,->
Egr1,Snai1,->
Egr1,Gnaq,->
Gnaq,Rhoa,->
Per1,Bmal1,->
Egr1,Srf,->
Egr1,Snai2,->
Snai2,Sox5,-|
Egr1,Ptpn1,-|
Egr1,Met,-|
Met,Ranbp9,->
Egr1,Cdh5,->
Egr1,Col2a1,-|
Egr1,Il17a,->
Camk2a,Cebpb,->
Camk2a,Myog,->
Prkca,Hand1,->
Egr1,Inhba,->
Egr1,Slit2,->
Gsk3b,Wt1,->
Egr1,Bcl2a1,->
Egr1,Abcb1a,->
Egr1,Brca1,->
Brca1,Sox2,->
Egr1,Pparg,-|
Egr1,Ccl12,->
Ep300,Mef2c,->
Egr1,Ltb,->
Ltb,Ltbr,->
Egr1,Siva1,->
Egr1,Dusp1,->
Dusp1,Mapk14,->
Egr1,Adamts13,->
Adamts13,Vwf,->
Prdm1,Ehmt2,->
Rps6ka1,Nfkbib,->
Egr1,Hes1,->
Egr1,Tnfsf10,-|
Egr1,Atf3,->
Prkca,Capn1,->
Sp1,Adam10,->
Egr1,Npy,->
Egr1,Il6,-|
Kat2b,H3c11,->
Tcf7l2,Sall4,->
Egr1,Prkce,->
Prkce,Fgfr1,->
Egr1,Il13,->
Egr1,Flt1,->
Egr1,Kras,->
Kras,Rassf1,->
Nr3c1,Il7r,->
Egr1,Plau,->
Tp53,Nlrc4,->
Nlrc4,Nod1,-|
Nfkb1,Birc2,->
Rela,Map3k14,->
Egr1,Foxp3,->
Egr1,Gclc,->
Apex1,Arnt,->
Elk1,Tbp,->
Egr1,Gapdh,->
Dusp4,Mapk9,-|
Egr1,Thbs1,-|
Egr1,Atg4b,->
Egr1,Acvr1,->
Acvr1,Smad1,->
Egr1,App,->
Sumo1,Sp3,->
Egr1,Ret,->
Srebf1,Fasn,->
Fas,Fadd,->
Egr1,Egf,->
Egr1,Il15,->
Egr1,Tgfb1,->
Egr1,Id3,->
Id3,Tcf3,-|
Egr1,Prkcg,->
Egr1,Fgf2,->
Egr1,Ifng,->
Map3k1,Zfp36,->
Egr1,Sf1,->
Rps6ka1,Stk11,-|
Egr1,Id2,->
Egr1,Pten,->
Cd40lg,Traf3,-|
Nfkb1,Ppara,->
Egr1,Bmi1,->
Birc5,Diablo,-|
Gsk3b,Spi1,->
Egr1,Hmox1,->
Rps6ka1,Rps6,->
Kat2b,H3c6,->
Bmi1,Cdkn2a,-|
Prkce,Atf2,->
Egr1,Bnip3,-|
Egr1,Cxcl12,->
Cxcl12,Cxcr4,->
Kat2b,Irf7,-|
Nfkb1,Tnfrsf13c,->
Egr1,Ybx1,->
Egr1,Ccnd2,->
Gsk3b,Sirt1,->
Gsk3b,Jund,->
Egr1,Ndrg1,->
Egr1,Dbh,-|
Gsk3b,Ccne1,->
Tnfsf11,Tnfrsf11a,->
Ep300,Smad7,->
Bnip3,Bcl2l1,-|
Egr1,Th,->
Ctnnb1,Dll1,->
Egr1,Krt5,->
Prdm1,Il17f,->
Pim3,Bad,-|
Bad,Bcl2l1,->
Pim3,Stat5b,->
Stat5b,Pim2,->
Pim2,Prkaa1,->
Stat5b,Bcl6,->
Bcl6,Tbx21,->
Stat5b,Igf1r,->
Igf1r,Gnai2,->
Stat5b,Crebbp,->
Crebbp,Kat5,->
Stat5b,Insr,->
Pim3,Cdkn1b,->
Stat5b,Fgf2,->
Fgf2,Nrp1,->
Tp53,H2-K1,->
Stat5b,Esr2,->
Esr2,Glrx,->
Cdk2,Nfatc3,->
Tp53,Tfrc,->
Cdk2,Ncoa1,->
Stat5b,Rb1,->
Stat5b,Esr1,->
Stat5b,Socs3,->
Stat5b,Egfr,->
Esr1,Dlc1,->
Pparg,Tfam,->
Esr1,Nr4a1,-|
Esr1,Ncoa3,->
Tp53,Hdac2,->
Stat5b,Tlr2,->
Tlr2,Ticam1,->
Tp53,Yy1,->
Tp53,Cd44,-|
Stat5b,Jak2,->
Stat5b,Maf,->
Maf,Tal1,->
Stat5b,Stat5a,->
Cdk1,Wwtr1,->
Wwtr1,Pax3,->
Irf1,Il18,->
Stat5b,Hspb1,->
Hspb1,Sp1,->
Stat5b,Ccnd1,->
Cdk2,Fos,->
Mef2c,Maml1,->
Cdk1,Mapk8,->
Jun,Tnfrsf1b,->
Tnfsf10,Ripk1,->
Cdk2,Myc,->
Smad4,Atf1,->
Tp53,Prkn,->
Tp53,E2f1,-|
Cdk2,Camk2d,->
Cdk2,Nes,->
Stat5b,Cdkn1a,->
Tp53,Xiap,->
Camk2d,Ssh1,->
Cdk2,Mycn,->
Mef2c,Mef2a,->
Bcl2l2,Bak1,-|
Esr1,Prkaca,->
Cdk1,Afdn,->
Stat5b,Hsp90aa1,->
Hsp90aa1,Tgfbr2,->
Tp53,Pik3c3,->
Pax5,Ywhab,->
Cdk1,Stk3,->
Jun,Crem,->
Aurka,Wwc1,->
Tp53,Nr3c1,-|
Tp53,Gsk3b,->
Tp53,Stat3,-|
Tp53,Ndrg2,->
Cdk2,Sirt2,-|
Cdk1,Ikbkb,->
Stat5b,Il10,->
Pax5,Nr1i2,->
Maf,Ets1,-|
Stat5b,Myd88,->
Myd88,Irak1,->
Tp53,Skp2,->
Tp53,H2-Q7,->
Tp53,Txn,->
Stat5b,Il2,->
Esr1,Runx2,->
Cdk1,Casp9,-|
Stat5b,Hp,->
Hp,Cd163,->
Stat5b,Pitx1,->
Hspb1,Prkcd,-|
Tp53,Foxo3,->
Tp53,Pdgfrb,->
Stat5b,Fcgr1,->
Stat5b,Pim1,->
