source_genesymbol,target_genesymbol,interaction_type
Foxo1,Cd70,->
Gsk3b,Lrrfip1,->
Foxo1,Nr1i2,->
Bid,Aifm1,->
Foxo1,Smad4,->
Tp63,Ulk1,->
Ripk1,Ikbkg,->
Casp6,Hipk2,->
Ctnnb1,Lmo2,->
Tp63,Klf4,-|
Klf4,Msc,-|
Tp53,Trpm2,-|
Dapk1,Peli1,->
Sp1,Lta,->
Ar,Jun,->
Jun,Rarb,->
Tp63,Skp2,->
Ar,Prkcg,->
Prkcg,Grin2b,->
Ar,Calm3,->
Src,H2-Q7,->
Tp53,Kitlg,->
Tp63,Hbp1,->
Ar,Txn,->
Ar,Ngf,->
Ar,Runx2,-|
Tp63,Bbc3,->
Casp7,Parp1,-|
Parp1,Mre11,->
Ar,Mmp2,->
Ar,Foxa1,->
Foxa1,Lmx1b,->
Max,Myct1,->
Dapk1,Pkm,->
Tp53,Mapk8,->
Cdk5,Mapk10,->
Tp53,Gata1,->
Htra2,Birc6,-|
Ar,Cav1,->
Cav1,Slc1a2,-|
Gsk3b,Nol3,->
Ar,Hbb-b1,->
Hbb-b1,Cd163,->
Ar,Klf5,->
Klf5,Ltf,->
Tp63,Igf1r,->
Igf1r,Hoxa10,->
Mapk3,Epas1,->
Ar,Tnf,->
Rela,Il17c,->
Tp53,Ctsd,->
Ar,Fos,->
Fos,Nfat5,->
Tp73,Pdgfrb,->
Ar,Cdkn1b,->
Ar,Fcgr1,->
Ar,Pim1,->
Ar,Tcf7l2,->
Tp63,Sfn,->
Tp53,Bcl2l11,-|
Ar,Snai1,->
Ikbkb,Rel,->
Prdm1,Tnfrsf17,->
Ar,Serpinb5,-|
Rock1,Rhoa,->
Ar,Calm1,->
Casp3,Ikbkb,-|
Casp3,Prkdc,->
Prkdc,Srf,->
Kat5,Sox5,->
Casp3,Brca1,-|
Brca1,Irf9,->
Ar,Ptpn1,->
Ptpn1,Ntrk2,-|
Gsk3b,Mafb,->
Myc,Egr3,->
Tp53,Tfap2a,->
Src,H2-D1,->
Ar,Cflar,->
Tp53,Map2k3,->
Map2k3,Dyrk1b,->
Tp73,Tnf,->
Ar,Ahr,->
Tp63,Casp1,->
Tp53,Tgfbr2,->
Ar,Esr2,->
Sumo1,Pml,->
Tp53,Col2a1,->
Fas,Daxx,->
Ar,Ep300,->
Ep300,Mta1,->
Nfkb1,Cxcl10,->
Rb1,E2f3,-|
Ar,Rxra,->
Rxra,Nr4a2,->
Tp63,Il17a,->
Tp53,Creb1,->
Casp3,Stk4,->
Stk4,H2bc3,->
Stat3,Junb,->
Hipk2,Cebpb,->
Tp53,Tnfsf14,->
Mef2a,Myog,->
Fadd,Tradd,->
Fas,Map3k5,->
Prkaca,Hand1,-|
Tp53,Gli1,-|
Bcl2l1,Casp9,-|
Casp9,Lyn,-|
Lyn,Btk,->
Smad3,Tnfsf13b,->
Tp63,Cdk1,-|
Cdk1,Mcm4,-|
Tp53,Abcc1,->
Ar,Inhba,->
App,Gpc1,->
Tp53,Wt1,->
Tp73,Plk1,-|
Pak2,Abl1,->
Abl1,Stat5b,->
Stat5a,Eomes,->
Tp73,Bbc3,->
Bbc3,Bcl2a1,-|
Gsk3b,Cul3,->
Tp53,Tnfrsf10b,->
Nr3c1,Nfil3,->
Ar,Abcb1a,->
Ar,Mnda,->
Ar,Socs3,->
Socs3,Stat4,->
Ar,Irs1,->
Ar,Hnf1a,->
Ar,Sox2,-|
Diablo,Birc3,->
Pdgfrb,Slk,->
Myc,Ywhae,->
Sp1,Tgfbr1,->
Tp53,Ccl12,->
Rxra,Ppard,->
Casp3,Psip1,-|
Ar,Prkcd,->
Ar,Mef2c,->
Tnf,Ltbr,->
Tp63,Hsf2,->
Ar,Mapk1,->
Runx1,Mpo,->
Ar,Odc1,->
Tp53,Gata2,->
Myc,Pias2,->
Hnf1a,Ace2,->
Mmp2,Hapln1,-|
Yy1,Vwf,->
Ar,Ncoa2,-|
Tp63,Hes1,->
Hes1,Ascl1,-|
Tp63,Tnfsf10,->
Tp53,Atf3,->
Sp1,Dnmt3b,->
Casp3,Pxn,-|
Pxn,Ptpn11,-|
Casp3,App,->
App,Tnfrsf21,->
Ar,Rest,-|
Rest,Prlhr,-|
Itch,Bcl10,-|
Gsk3b,Foxl2,->
Prkdc,Rgs14,->
Src,H2-Q10,->
Rest,Pax4,-|
Prkdc,Ciita,->
Tp53,H3c11,->
Tp53,Aurka,-|
Rara,Crabp2,->
Ppp3r1,Nfatc1,->
Ep300,Nbn,->
Stk24,Stk38,->
Il1a,Il1r1,->
Ctnnb1,Cebpa,-|
Stat3,Sall4,->
Stat3,Etv6,->
Tp53,Fgfr1,->
Abl1,Mtor,->
Tp63,Nqo1,->
Gsk3b,Gli3,->
Casp6,Lmna,->
Tp53,H2-T23,->
Tp63,Il13,->
Smad3,Tnfsf13,->
Tnfsf13,Tnfrsf13b,->
Bid,Cycs,->
Ar,Clu,->
Clu,Trem2,->
Ripk1,Map3k1,->
Map3k1,Ets2,->
Ar,Etv1,->
Etv1,Nab2,->
Tp53,Hif1a,-|
Rela,Pparg,-|
Stat3,Rorc,->
Ar,Tgm2,->
Bcl2l1,Bad,->
Gsk3b,Nfic,->
Tp63,Il7,->
Il7,Il7r,->
Mef2a,Twist2,->
Cdk1,Lmnb1,->
Myc,Nod1,->
Diablo,Birc2,->
Klf5,Gzma,->
Mycn,Ano2,->
Cdk1,Mybl2,->
Runx2,Tnfaip6,-|
Ar,Notch1,->
Notch1,Mcm6,-|
Brca1,Krt17,->
Tp53,Bcl6,->
Aurkb,Runx3,->
Tp63,Il12b,->
Psip1,Gclc,->
Ar,Srebf1,->
Tp73,Nlrc4,->
Nlrc4,Ripk2,-|
Tp53,Lif,->
Mapk1,Mitf,->
Ulk1,Dynll1,-|
Lyn,Cd79b,->
Cd79b,Ntm,->
Rela,Nfkbiz,->
Ar,Tbp,->
Foxo1,Casp14,->
Prkca,Mapk9,->
Tp53,Thbs1,->
Stk24,Stk38l,->
Bcl2l1,Apaf1,->
Tp53,Krt15,->
Casp3,Atg4d,->
Atg4d,Gabarapl1,->
Tp53,Lrrc4,->
Lrrc4,Neto2,->
Hipk2,Smad1,->
Mapk1,Nfatc4,->
Jun,Tnfaip1,->
Ar,Stk39,->
Jun,Hrk,->
Mapk3,Sp3,->
Mycn,Col11a1,->
Ar,Camkk2,->
Ar,Cdkl5,->
Casp3,Eif2a,-|
Eif2a,Atf4,->
Nfkb1,Irf4,->
Ar,Fasn,->
Ctnnb1,Enpp2,->
Ar,Mcm7,-|
Casp3,Bcar1,->
Bcar1,Ptprf,-|
Rela,Tnfrsf4,->
Bid,Bax,->
Bax,Bcl2,->
Myc,Tgfb2,->
Eif2ak2,Adrb2,->
Adrb2,Ywhaq,->
Ar,Il6,->
Sumo1,Ctcf,->
Ar,Mcl1,->
Hes1,Neurog3,-|
Neurog3,Mib1,->
Ar,Egf,->
Akt1,Faf1,->
Tp53,Lck,->
Ar,Vdr,-|
Ar,Phb1,->
Ar,Il15,->
Aurkb,Hdac9,-|
Tp53,Tfap2c,->
Ctnnb1,Tcf3,->
Prkcg,Sdc2,->
Ncoa3,Irf8,->
Ar,Fgf2,->
Dapk3,Rpl13a,->
E2f1,Ezh2,->
Tp63,Ifng,->
Tp53,Bnip3l,->
Hipk2,Pax6,->
Mapkapk2,Zfp36,->
Ar,Fus,->
Tp63,Krt14,->
Tp63,Id2,-|
Dapk1,Pin1,-|
Rxra,Nr1h4,->
Pak2,Smad2,->
Pak2,Myl9,->
Cd40,Traf3,->
Tp63,Ppara,->
Tp53,Klf6,->
Tp53,Twist1,->
Gsk3b,Kdm6a,->
Max,Mxi1,->
Tp53,Foxp3,->
Satb1,Spi1,->
Mapk1,Tfeb,-|
Esr1,Pgr,->
Myc,Ntn3,->
Ntn3,Neo1,->
Esr1,Zfp398,->
Tp63,Tp53bp2,->
Irs1,Ptprf,-|
Ar,Hmox1,->
Tp63,Tbx20,->
Tbx20,Tbx2,-|
Mapk3,Gata6,->
Rxra,Nr1h3,->
Pak2,Rps6,->
Ar,Il4,->
Il4,Il13ra2,->
F2r,Gnai3,->
Tp63,Lgals1,->
Tp53,H3c6,->
Stat3,Lgr4,->
Tp63,Cdkn2a,-|
Atm,Atf2,->
Map3k14,Nfkb2,->
Prkaca,Bnip3,->
Myc,Tcf12,->
Tp53,Tfdp1,->
Tp53,Cxcr4,-|
Chuk,Irf7,->
Gsk3b,Usf2,->
Prkdc,Usf1,->
Tp63,Stat6,->
Rela,Tnfrsf13c,->
Tp53,Mapk14,->
Ar,Igf1r,->
Tp63,Ybx1,->
Tp53,Ccnd2,->
Sp1,Ctsb,->
Tp53,Unc5b,->
Sp1,Ltb,->
Tp53,Sirt1,->
Tp53,Hnf4a,-|
Src,Flt4,->
Fgf2,Gpc4,->
Foxo1,Ncor2,-|
Ar,Hsp90aa1,->
Mapk3,Jund,->
Sp1,Prkcb,->
Stat3,Icos,->
Smad3,Nkx2-1,-|
Klf5,Grhl3,->
Ar,Ndrg1,->
Stk3,Rcc1,->
Tp53,Ddit3,->
Nkx3-1,Dkk3,->
Gata3,Dbh,->
Cdk1,Mcm3,->
Tp73,Ccne1,->
Ctnnb1,Capn2,->
Tp73,Tnfrsf11a,->
Nfya,Mcm8,->
Gapdh,Rheb,-|
Rheb,Fkbp8,-|
Dapk3,Ppp1r14a,->
Mycn,Ptprt,->
Bcl2l2,Bik,-|
Rela,Tank,->
Tnfrsf11b,Gpc6,->
Tp53,Dkk1,->
Ar,Th,->
Stat5a,Pim2,->
Notch1,Dll1,->
Tp63,Krt5,->
Prkdc,Pdx1,-|
Pdx1,St18,->
Ar,Tjp1,->
Casp3,Acin1,->
Rxra,Nr2f2,->
Stat3,Il17f,->
Nr2c2,Esr1,->
Esr1,Trim25,->
Trim25,Rigi,->
Nr2c2,Atm,->
Atm,Bid,->
Atm,Sp1,->
Nr2c2,Sqstm1,->
Nr2c2,Acox1,->
Acox1,Tp73,-|
Nr2c2,Smad7,->
Smad7,Fn1,->
Nr2c2,Tnf,->
Tnf,Nfe2l2,->
Nr2c2,Cdkn2a,->
Cdkn2a,Kat5,->
Esr1,Prkca,->
Nr2c2,Ar,->
Nr2c2,Cdkn1a,->
Cdkn1a,Cdk1,-|
Cdk1,Kat7,->
Nr2c2,Nanog,->
Nanog,Klf2,->
Esr1,Egr1,->
Nr2c2,Trim28,->
Trim28,Stat3,-|
Tnf,Tnfrsf1a,->
Nr2c2,Hgf,->
Hgf,Nrp1,->
Ube2i,Sox6,-|
Cdkn1a,Cdk2,->
Atm,Tp53,->
Tp53,Traf4,->
Nr2c2,Akt1,->
Nr2c2,Gadd45a,->
Gadd45a,Mapk14,->
Nr2c2,Mapk8,->
Mapk8,Irf3,->
Nr2c2,Hnf4a,->
Hnf4a,Dsc2,->
Dsc2,Dsg3,->
Mapk8,Nfatc3,-|
Cdkn2a,Myc,-|
Esr1,Relb,-|
Nr2c2,Traf6,->
Traf6,Irf5,->
Atm,Mdm2,->
Hnf4a,Cops5,->
Mapk8,Smad3,->
Smad3,E2f2,->
Atm,Cop1,-|
Hnf4a,Nr0b2,->
Nr2c2,Tgfb1i1,->
Tgfb1i1,Fyn,->
Akt1,Nr4a1,-|
Nr2c2,Gsk3a,->
Gsk3a,Ncoa3,->
Mapk8,Jdp2,->
Mapk8,Bcl2l11,->
Mtor,Mycn,->
Nr2c2,Ccnd1,->
Ccnd1,Hdac2,->
Esr1,Fosb,->
Nr2c2,Map3k14,->
Traf6,Ticam1,->
Ticam1,Tbk1,->
Nr2c2,Map3k7,->
Map3k7,Map2k2,->
Map2k2,Mapk6,->
Nr2c2,Dusp14,->
Dusp14,Mapk3,-|
Nr2c2,Ppara,-|
Ppara,Il1rn,->
Ticam1,Ikbke,->
Nr2c2,Cd44,->
Nr2c2,Apoe,->
Trem2,Tnfrsf12a,->
Map3k14,Rela,->
Nr2c2,Esr2,->
Esr2,Stub1,->
Stub1,Dnaja3,->
Nr2c2,Gata1,-|
Gata1,Runx1,->
Runx1,Il19,->
Cop1,Nlrp1b,-|
Atm,Ccar2,->
Mapk8,Nfatc2,-|
Gsk3b,Pax3,->
Gsk3a,Bcl3,->
Nr2c2,Mmp9,->
Mmp9,Hapln1,-|
Hapln1,Mpig6b,->
Ccnd1,Hdac3,->
Esr1,Fos,->
Fos,Tnfsf4,->
Gsk3a,Notch1,-|
Mapk8,Itch,->
Tnf,Tnfrsf1b,->
Esr2,Dnmt3a,->
Ar,Casp2,->
Casp2,Ripk1,->
Map3k7,Nfkb1,->
Esr2,Dnmt3b,->
Dnmt3b,Bag4,->
Cdk1,Cdc14a,->
Cdkn2a,E2f1,-|
Gsk3a,Nfatc1,-|
Mapk8,Rtn4,->
Ppara,Txnip,-|
Nr2c2,Pou5f1,->
Pou5f1,Nes,-|
Hnf4a,Onecut1,->
Onecut1,Nupr1,-|
Nr2c2,Xiap,->
Gata1,Mafk,->
Gata1,Fcgrt,->
Sp1,Gdf15,->
Hnf4a,Nr1i2,->
Mapk8,Stat5a,->
Mapk8,Cebpb,->
Mapk8,Mef2a,->
Nr2c2,Bcl2,->
Bcl2,Bak1,->
Prkaca,Stk24,->
Gata1,Gfi1b,->
Atm,Creb1,-|
Tnf,Tradd,-|
Tradd,Traf5,->
Akt1,Chuk,->
Atm,Afdn,->
Afdn,Nrxn3,->
Xiap,Casp3,-|
Esr1,Litaf,->
Tgfb3,Tgfbr3,->
Mapk8,Jund,->
Mapk8,Hsf1,->
Cdk1,Pik3c3,-|
Pou5f1,Wnt3,-|
Wnt3,Fzd7,->
Mapk8,Ywhab,-|
Hnf4a,Tgfa,->
Esr1,Ephb4,->
Ephb4,Efnb3,->
Gsk3a,Crem,->
Fyn,Dcc,->
Esr1,Neurod1,->
Neurod1,Hand2,->
Gata1,Spi1,-|
Spi1,Cd40,->
Atm,Men1,->
Men1,Hoxa9,->
Atm,Tp53bp1,->
Mapk8,Rps6ka3,->
Rps6ka3,Wwc1,->
Atm,Mad1l1,->
Nkx3-1,Tbpl1,->
Hnf4a,Tnfrsf11b,->
Atm,Abl1,->
Abl1,Eno1,->
Ar,Parp1,->
Nanog,Gata4,-|
Dapk3,Myl12b,->
Hnf4a,Il10,->
Casp2,Aifm1,->
Mapk8,Smad4,->
Atm,Ikbkg,->
Hsf1,Xaf1,-|
Ppara,Klf4,->
Tnf,Trpm2,->
Traf6,Irak1,->
Irak1,Peli1,->
Mapk8,Elk1,->
Nr2c2,Pim1,->
Pim1,Skp2,->
Mapk8,Cebpe,->
Traf6,Myb,-|
Myb,Kitlg,->
Pim1,Hbp1,->
Nr2c2,Il2,->
Il2,Ngfr,->
Trim28,Bbc3,-|
Atm,Mre11,->
Pou5f1,Foxa1,-|
Esr1,Il1a,->
Atm,Stk11,->
Stk11,Mark1,->
Akt1,Dnmt1,->
Atm,Pkm,->
Nr2c2,Map2k7,->
Xiap,Casp9,->
Casp9,Birc6,-|
Esr1,Slc1a2,->
Esr1,Ltf,->
Akt1,Csnk1d,->
Csnk1d,Epas1,->
Prkcd,Dap3,->
Gsk3a,Mafa,->
Akt1,Foxo3,->
Abl1,Pdgfrb,->
Akt1,Cdkn1b,->
Ar,Ctnnb1,->
Gata1,Fcgr1,->
Mapk8,Sfn,-|
Atm,Snai1,->
Smad7,Tnfsf13b,->
Esr1,Rhoa,->
Mapk8,Nfia,->
Ppara,Bmal1,->
Atm,Srf,->
Esr1,Myod1,->
Gsk3a,Stat2,->
Stat2,Irf9,->
Creb1,Egr3,->
Atm,Ranbp9,->
Ranbp9,Dyrk1b,-|
Atm,Stxbp1,->
Stxbp1,Stx1a,->
Esr2,Ahr,->
Tp53,Casp1,->
Smad7,Tgfbr1,-|
Tgfbr1,Tgfbr2,->
Mapk8,Lef1,->
Nr2c2,Mmp1a,->
Mmp1a,Col2a1,-|
Atm,Daxx,-|
Xiap,Casp7,-|
Smad7,Casp8,->
Smad7,Mta1,->
Trim28,E2f3,-|
Mapk8,Jun,->
Ppara,Rxra,->
Ppara,Il17a,-|
Mapk8,Junb,->
Esr1,Ptpro,->
Ptpro,Siglec5,->
Siglec5,Siglec12,->
Atm,Tp63,-|
Nr2c2,Tnfsf14,->
Tnfrsf14,Cd160,->
Ccnd1,Cdk4,->
Cdk4,Myog,-|
Traf6,Map3k5,->
Mapk8,Twist1,->
Twist1,Gli1,->
Akt1,Btk,->
Ppara,Abcc1,-|
Cdk1,Dido1,->
Hnf4a,Wt1,->
Atm,Plk1,-|
Mapk8,Stat5b,->
Pou5f1,Eomes,-|
Prkaca,Ddb1,->
Calm1,Dapk1,->
Bcl2l11,Bcl2a1,-|
Mapk8,Cul3,->
Gata1,Nfil3,->
Esr1,Abcb1a,->
Mapk14,Stat4,->
Tnf,Pik3cg,->
Mapk8,Map1b,->
Trim28,E2f4,-|
E2f4,Mcm10,-|
Mapk8,Sirt6,->
Hnf4a,Hnf1a,->
Atm,Rims1,->
Rims1,Ywhah,->
Esr1,Birc3,->
Esr2,Ptprc,->
Ptprc,Slk,->
Gata1,Plk2,->
Plk2,Ywhae,->
Mmp1a,Ccl12,->
Ppara,Rxrb,->
Rxrb,Ppard,->
Tnf,Psip1,->
Hnf4a,Il1b,->
Gata1,Fli1,->
Cul3,Hsf2,-|
Ppara,Mpo,->
Rtn4,Tnfrsf19,->
E2f1,Siva1,->
Mapk14,Pias2,->
Mapk8,Mapkapk2,->
Gata1,Furin,->
Furin,Vwf,->
Atm,Ehmt2,->
Ehmt2,Klf12,->
Map3k7,Nfkbib,-|
Sp1,Zbtb7a,->
Nanog,Hes1,->
Ppara,Tnfsf10,->
Tnf,Fas,->
Nanog,Atf3,->
Mapk8,Cast,->
Cast,Capn1,-|
Mapk3,Ptpn11,->
Bcl2,Becn1,-|
Pou5f1,Pax6,-|
Pax6,Btc,->
Esr1,Npy,->
Npy,Prlhr,-|
Akt1,Bcl10,->
Mapk8,Sirt1,->
Spi1,Tlx3,->
Mapk8,Rest,->
Mapk3,Ciita,->
Nr2c2,Il6,->
Il6,Il6ra,->
Pim1,H3c11,->
Esr1,Cav1,-|
Atm,Nbn,->
Gsk3b,Stk38,->
Gsk3a,Cebpa,->
Nr2c2,Fgf10,->
Fgf10,Fgfr1,->
Afdn,Nrxn2,->
Akt1,Nqo1,->
Atm,Dyrk2,->
Dyrk2,Gli3,-|
Tp53,Casp6,->
Ppara,H2-T23,->
Gata1,Il13,-|
Atm,Hif1a,->
Bcl2,Bad,-|
Mapk8,Nfic,->
Mtor,Rps6ka2,->
Gata1,Kit,-|
Kit,Il7r,->
Atm,Usp10,->
Ppara,Calr,->
Calr,Itga3,->
Smad7,Ppp1ca,->
Casp3,Birc2,-|
Hnf4a,Nr2f2,->
Nr2f2,Tnfaip8,->
Ppara,Ddit3,->
Ddit3,Casp4,->
Creb1,Tnfsf13,->
Bmal1,Mbd2,->
Mapk8,Bax,->
Bax,Endog,->
Akt1,Foxa2,->
E2f4,Mybl2,-|
Pim1,Foxp3,->
Foxp3,Tnfrsf18,->
Mapk8,Bmf,->
Nanog,Bcl6,->
Pim1,Runx3,->
Il12a,Il12b,->
Esr1,Gclc,->
Mapk8,Srebf1,->
Traf6,Ripk2,->
Gsk3b,Mark2,->
Gsk3a,Mitf,->
Cebpe,Cebpg,->
Esr1,Birc5,->
Nanog,Lyn,->
Hnf4a,Pou2f1,->
Tnfsf10,Ccr6,->
Map2k7,Mapk9,->
Akt1,Atg4b,->
Atg4b,Gabarapl1,->
Tgfb1i1,Smad1,-|
Mapk8,Nfatc4,-|
Mapk8,App,->
Cul3,Tnfaip1,->
Lef1,Col11a1,->
Gsk3a,Camkk2,-|
Akt1,Eif2ak3,->
Eif2ak3,Atf4,->
Nfat5,Enpp2,->
Ptprs,Lrfn5,->
Yy1,Tnfrsf4,->
Map2k7,Fadd,-|
Smad7,Tgfb2,-|
Mapk8,Mcl1,->
Esr1,Egf,->
Tnfrsf14,Btla,->
Gata4,Hdac9,-|
Mmp9,Tgfb1,->
Hgf,Sdc2,->
Gata1,Irf8,->
Fgf10,Fgfrl1,->
Ppara,Ifng,-|
Mapk14,Zfp36,->
Smad7,Krt14,-|
Hnf4a,Id2,->
Mapk8,Elf4,->
Akt1,Ptpn12,->
Ptpn12,Pin1,->
Ar,Lats2,->
Lats2,Ywhag,->
Hnf4a,Nr1h4,->
Smad7,Smad2,->
Dapk3,Myl9,->
Esr1,Otub1,->
Otub1,Traf3,-|
Cdk1,Kdm6a,->
Nfkb1,Tnfsf15,->
Atm,Smc3,->
Smc3,Mxi1,-|
Xiap,Diablo,-|
Mapk1,Tp53bp2,->
Ppara,Ptprf,->
Tnf,Hmox1,->
Ppara,Nr1h3,->
Atm,Rps6,->
Il13,Il13ra2,->
Jdp2,Lgals1,->
Pim1,H3c6,->
Esr1,Tnfsf11,-|
Hif1a,Bnip3,->
Atm,Id3,->
Esr2,Tfdp1,->
Pim1,Cxcr4,->
Irak1,Irf7,->
Prkn,Pink1,->
Mapk8,Stat6,-|
Ezh2,Satb1,-|
Nr2c2,Ins2,->
Ins2,Igf1r,->
Atm,Prkdc,->
Esr1,Gata3,->
Esr1,Ccnd2,->
Ppara,Ctsb,->
Ltbr,Ltb,->
E2f1,Trp53inp1,->
Tnf,Flt4,->
Prkdc,Hnrnpu,->
Atm,Hsp90aa1,->
Esr2,Clu,->
Akt1,Pdpk1,->
Pdpk1,Prkcb,->
Tnf,Icos,->
Pim1,Ndrg1,->
Cdk1,Rcc1,->
Pax6,Dkk3,-|
Atm,Mcm3,->
Gsk3a,Ccne1,->
Traf6,Tnfrsf11a,->
Mtor,Rheb,->
Hif1a,Egln3,->
Foxo1,Dapk1,->
Irf3,Tank,->
Esr1,Casp8ap2,->
Pou5f1,Dkk1,-|
Cdkn2a,Bcl2l1,-|
Esr1,Th,->
Smad7,Krt5,->
Mitf,Birc7,->
Nr2c2,Ptpn3,->
Ptpn3,Adam17,->
Gsk3a,Cd274,->
Cd274,Pdcd1lg2,->
Tbx21,Abl1,->
Abl1,Mavs,->
Mavs,Rigi,-|
Tbx21,Sp1,->
Sp1,Atm,->
Sp1,Prkaa1,->
Prkaa1,Nr2c2,-|
Sp1,Ntrk1,->
Abl1,Tp73,->
Sp1,Fn1,->
Tbx21,Spi1,->
Spi1,Gnai2,->
Abl1,Kat5,->
Abl1,Prkca,->
Sp1,Il12a,->
Tbx21,Cdkn1b,->
Cdkn1b,Cdk1,-|
Tbx21,Il10,-|
Il10,Rela,-|
Sp1,Egr1,->
Sp1,Ets1,->
Ets1,Pim3,->
Tbx21,Tnf,->
Sp1,Nrp1,->
Tbx21,Egr2,->
Egr2,Sox10,->
Sox10,Sox6,->
Cdkn1b,Cdk2,-|
Tbx21,Yy1,->
Yy1,Tp53,->
Spi1,Gata2,-|
Yy1,H2-K1,->
Sp1,Akt1,->
Tbx21,Dusp16,->
Dusp16,Mapk14,-|
Sp1,Irf3,->
Sp1,Casp3,->
Sp1,Nfya,->
Dusp16,Mapk9,-|
Yy1,Tfrc,->
Sp1,Carm1,->
Sp1,Irf5,->
Abl1,Mdm2,->
Sp1,Cops5,->
Yy1,Rb1,->
Sp1,Hnf4a,->
Tbx21,Socs3,->
Socs3,Lifr,-|
Abl1,Egfr,->
Sp1,Faslg,->
Sp1,Dlc1,->
Tbx21,Stat4,->
Stat4,Irf1,->
Sox10,Mag,->
Sp1,Nrf1,->
Sp1,Nr4a1,->
Tbx21,Stat6,->
Abl1,Ncoa3,->
Spi1,Jdp2,->
Spi1,Bcl2l11,->
Sp1,Mycn,->
Abl1,Hdac2,->
Sp1,Fosb,->
Tnf,Traf2,->
Sp1,Tbk1,->
Sp1,Map2k1,->
Map2k1,Mapk6,->
Sp1,Tigar,->
Spi1,Pax5,->
Abl1,Src,->
Spi1,Il1rn,->
Sp1,Ticam1,-|
Sp1,Cd44,->
Yy1,Hdac1,->
Sp1,Mndal,->
Spi1,Rara,->
Tbx21,Ptprj,->
Ptprj,Mapk3,-|
Stat6,Il19,->
Sp1,Nlrp1b,->
Sp1,Csnk2a1,->
Csnk2a1,Ccar2,->
Spi1,Tal1,-|
Sp1,Ptk2,->
Sp1,Bbc3,->
Bbc3,Bcl2l2,-|
Sp1,Nfatc2,->
Sp1,Pax3,->
Mycn,Mcm2,->
Sp1,Prdm1,->
Stat4,Myc,->
Tbx21,Gata3,->
Gata3,Egfr,->
Egfr,Gnai1,->
Rela,Bcl3,->
Ptprj,Fyn,->
Spi1,Il18,->
Sp1,Prkg1,->
Prkg1,Ppp1r12a,->
Sp1,Igfbp7,->
Yy1,Hdac3,->
Spi1,Tnfsf4,->
Yy1,Notch1,-|
Socs3,Traf6,-|
Traf6,Map3k7,->
Sp1,Mapk8,->
Abl1,Ctnnb1,->
Sp1,Dnmt3a,->
Sp1,Ripk1,->
Cdk1,Runx1,->
Sp1,Cebpd,->
Il10,Nfkb1,-|
Abl1,Prkn,-|
Sp1,E2f1,->
Sp1,Calm2,->
Tbx21,Jak3,->
Jak3,Nfatc1,->
Spi1,Kcna1,->
Kcna1,Rtn4,->
Ptprj,Mapk1,-|
Sp1,Nes,->
Tbx21,Smarca4,->
Smarca4,Cdkn1a,->
Gata3,Cebpb,-|
Cebpb,Atf4,->
Sp1,Xiap,->
Abl1,Prkd1,->
Sp1,Hoxb7,->
Sp1,Apex1,-|
Spi1,Fcgrt,->
Mycn,Galnt14,->
Jak3,Stat5a,->
Sp1,Smad4,->
Sp1,Ar,->
Sp1,Mcl1,->
Mcl1,Bak1,-|
Sp1,Prkaca,->
Sp1,Creb1,->
Ets1,Csnk2a2,->
Stat6,Tnfrsf11b,->
Sp1,Litaf,->
Sp1,Rora,->
Gata3,Tgfbr3,->
Sp1,Jund,->
Sp1,Hsf1,->
Spi1,Pik3c3,->
Yy1,Wnt1,-|
Spi1,Ywhab,->
Sp1,Tgfa,->
Egr2,Epha4,->
Epha4,Efnb3,->
Abl1,Stk3,->
Abl1,Esr1,->
Sp1,Crem,->
Abl1,Foxo3,->
Sp1,Kmt2a,->
Kmt2a,Hoxa9,->
Abl1,Tp53bp1,->
Sp1,Pdcd4,->
Sp1,Prkcz,->
Prkcz,Wwc1,->
Sp1,Nkx3-1,->
Spi1,Nr3c1,->
Jak3,Stat3,->
Sp1,Sgk1,->
Sp1,Kdm5b,->
Sp1,Gata4,->
Sp1,Ilk,->
Ilk,Myl12b,->
Spi1,Tnfaip3,->
Spi1,Nr1i2,->
Sp1,Bax,->
Bax,Aifm1,->
Sp1,Tnip1,->
Tnip1,Ikbkg,->
Abl1,Hipk2,->
Spi1,Lmo2,->
Spi1,Xaf1,->
Sp1,Klf4,->
Tbx21,Socs1,->
Socs1,Irak1,-|
Rara,Rarb,->
Sp1,Skp2,->
Spi1,Cebpe,->
Cebpb,Foxo1,->
Sp1,Calm3,->
Yy1,H2-Q7,->
Mycn,Lrrn3,-|
Mapk14,Hbp1,->
Sp1,Txn,->
Tbx21,Il2,-|
Sp1,Runx2,->
Sp1,Parp1,->
Sp1,Mmp2,->
Abl1,Foxa1,->
Sp1,Il1a,->
Sp1,Stk11,->
Sp1,Dnmt1,->
Sp1,Pkm,->
Dusp16,Mapk10,-|
Spi1,Gata1,->
Abl1,Casp9,->
Yy1,Slc1a2,-|
Sp1,Cd163,->
Sp1,Ltf,->
Kmt2a,Hoxa10,->
Yy1,Kdm6a,->
Kdm6a,Hoxc11,->
Hoxc11,Pawr,-|
Sp1,Epas1,->
Abl1,Prkcd,->
Sp1,Ctsd,->
Prkca,Pea15,-|
Abl1,Nfat5,->
Sp1,Dapk2,->
Spi1,Lilrb3,->
Abl1,Pim1,->
Gata3,Tcf7l2,->
Tp53,Sfn,->
Yy1,Snai1,->
Sp1,Tnfsf13,->
