Src,->,H2-D1
Atf2,->,Tnf
Src,->,Hsp90aa1
Gata2,->,Vwf
Nanog,->,Dkk1
Dapk1,-|,Tln1
Tgfbr2,->,Map3k7
Irf1,->,Trim28
Suv39h1,-|,H3c6
Nfatc2,->,Foxp3
Ets1,-|,Tfrc
Aurkb,->,Rb1
Esr1,->,Birc3
Aurkb,->,Tp53bp1
Gsk3b,->,Spib
Ar,->,Tbp
Nr3c1,->,Slc1a2
Hsf1,->,Jun
Mapk1,->,Csnk2a1
Ripk1,->,Fas
Esr1,->,Runx2
Wt1,->,Ndrg2
Mapk8,->,Cdt1
Usf1,->,Chuk
Sp1,->,Tnfsf15
Ppargc1a,->,Tfam
Prkaa1,-|,Dnmt1
Itgb4,->,Egfr
Pim2,->,Map3k8
Ptprj,-|,Pik3r1
Tp53,-|,Elf4
Cdk1,->,Xiap
Prkaca,->,Ptpn11
Foxo1,-|,Birc5
Stat3,->,Cebpd
Cebpd,->,Irak1
Mycn,-|,Lif
Prkcz,->,Fadd
Nr5a2,->,Hnf4a
Ep300,->,Yy1
Jund,->,Erbb2
Ppp1ca,-|,Mapk1
Pou5f1,-|,Brca1
Ar,->,Mmp2
Gsk3b,->,Mafb
Ppp2ca,->,Smad3
Epas1,->,Ep300
Rubcn,-|,Pik3c3
Mapk3,->,Gata6
Tp53,-|,Nfatc4
Rigi,->,Ikbke
Tp53,->,Psme3
Mapk1,-|,Casp9
Ikbke,->,Tbk1
Stat3,->,Fn1
Tp53,->,Vdr
Nfkbib,->,Plau
Hdac1,-|,Nfe2l2
Pak1,->,H3c11
Mbd2,-|,Nanog
Ar,->,Faslg
Nr3c1,-|,Runx2
Bcl6,-|,Sumo1
Pdgfrb,->,Fer
Map4k1,->,Mapk1
Rxra,->,Srebf1
Abl1,->,App
Pax3,->,Lef1
Fli1,->,Ets2
Mycn,->,Ndrg1
Atm,->,Mcm6
Hsf2,->,Prkaca
Prkcd,->,Gapdh
Hmga1,->,Fcgrt
Crebbp,->,Nfe2l2
Cflar,->,Fadd
Cdh2,->,Ctnnb1
Ncor2,->,Ar
Cebpb,->,Ywhae
Tp53,->,Satb1
Nlgn3,->,Nrxn3
Gli1,->,Tp53
Foxo3,->,Atm
Ep300,->,Mta1
Afdn,->,Nrxn3
Ep300,->,Maml1
Irf8,->,Tnfsf11
Snai1,->,Tgfbr2
Prkaca,-|,Nfatc1
Spi1,->,Mtor
Prkaca,->,Carm1
Mmp2,->,Egfr
Cdk1,->,Ptpn2
Mycn,-|,Mef2c
Tp53,-|,Aurka
Aebp1,->,Apoe
Vdr,-|,Hr
App,->,Notch2
Dnmt1,->,Nr0b2
Map3k14,->,Nfkb2
Gtf2i,->,Kdm1a
Hlf,->,Fgf2
Myc,-|,Cebpd
Prkaa2,->,Fyn
Prkdc,->,Mre11
Rps6ka3,->,Map3k8
Smad2,->,Il6
Ahr,-|,Nqo1
Tp63,->,Atm
Irf2,->,Crebbp
Ikbke,-|,Tank
Tnfrsf13c,-|,Traf3
Lyn,->,Csk
Sp3,->,Faslg
Casp9,->,Casp6
Nfkb2,->,Tnfsf13b
Tp53,->,Cop1
Lck,-|,Foxp3
Nfic,->,Ar
Capn2,->,Bid
Stat3,->,Irf1
Cdk1,->,Creb1
E2f1,->,Ulk1
Mmp1a,-|,Col2a1
Il1rapl1,->,Ptprd
Rel,->,Tnf
Ascl1,->,Phox2a
Foxo3,->,Sirt1
Pdgfrb,->,Grk5
Ptpn11,->,Stat3
Gsk3b,->,Pax3
Hlf,->,Tnf
Stat3,->,Sall4
Tal1,->,Ppp3ca
Hoxa10,->,Foxo1
Hdac1,-|,Egr1
Ptpn11,->,Hoxa10
Pdgfra,->,Ptpn11
Smad7,->,Ctnnb1
Myc,->,Cdh1
Runx2,->,Col2a1
Ube2i,->,Tfap2c
Eno1,->,Mycn
Casp2,->,Bid
Adam17,->,Erbb4
Nfkb1,->,Csnk2a1
Igf1r,->,Jak2
Mapk8,->,Nfic
Nrxn3,->,Fgfrl1
Ehmt2,->,Dnmt3a
Hsp90ab1,-|,Apaf1
Rara,-|,Bcl2
Tcf3,-|,Bbc3
Cebpb,->,Fos
Max,->,Ccnd2
Ctcf,->,Myd88
Atf1,->,Fos
Stat3,->,Il11
Brca1,->,Xpc
Runx2,-|,Mpo
Kat5,->,Ar
Mapk1,->,Gata2
Ywhah,-|,Cdkn1b
Inpp5d,-|,Traf6
Nfe2l2,->,Hmox1
App,->,Cd74
Myc,-|,Cflar
Syk,-|,Lck
Nr0b2,->,Vdr
Grhl3,->,Bax
Pdpk1,->,Prkcz
Rela,->,Myc
Map2k1,->,Gsk3b
E2f1,->,Fgfr2
Kdm5b,->,Foxg1
Hbp1,->,Rb1
Hoxc8,->,Smad1
Jak3,->,Socs3
Mycn,->,Mad1l1
Map3k7,->,Ikbkb
Nr1d1,-|,Rorc
Jak2,->,Adrb2
Nanog,-|,Cdk6
Nupr1,->,Atf4
Esr1,->,Myc
Usf1,->,App
Lck,->,Prkcd
Apex1,->,Stat3
Ppp1ca,->,Lmnb1
Zbtb7a,->,Mdm2
E2f1,->,Nrp1
Pml,->,Hck
Smad3,-|,Cebpa
H2ax,->,Nbn
Junb,->,Myl9
Mmp14,-|,Adam9
Runx3,->,Lilrb3
Jdp2,->,Cd40
Sp1,->,Thbs1
Mef2a,->,Il10
Plcg1,->,Sos1
Sp1,->,Elf4
Tp53,->,Gsk3b
Tdg,->,Pgr
Phox2b,->,Fos
Irf3,->,Cdk2
Eomes,->,Kat5
Tp63,->,Ulk1
Ctnnb1,->,Bcl2l1
Usf1,->,Sp3
Prkca,->,Fgf2
Nfatc1,->,Mapk3
Il1rn,->,Il1rl2
Ets1,->,Faslg
Src,->,Btk
Atf4,-|,Irf7
Sp3,->,Bak1
Casp3,-|,Rb1
Sp3,->,Tfap2a
Rela,->,Il17a
Egfr,->,Grk2
Nr4a2,->,Nr3c1
Cebpd,->,Bcl2l11
Tp53,-|,Cdk1
Snai1,->,Gsk3b
Cdk5,->,Clock
Hsp90aa1,->,Egfr
Nfic,->,Src
Mapk8,->,Bmf
Egr3,->,Ntrk1
Egr1,->,Ndrg1
Stat5a,->,Epo
Carm1,->,Relb
Htr1a,->,Gnai3
Tp53,-|,Mycn
Pparg,->,Mpo
Runx1,->,Il7r
Ep300,->,Nbn
Ptpn6,-|,Lyn
Birc2,-|,Diablo
Hipk2,->,Creb1
E2f1,-|,Srf
Sox2,-|,Pou4f2
Jak1,->,Stat6
Irf4,->,Il1b
Pgr,->,E2f1
E2f1,->,Tp53bp2
Src,->,Pdpk1
Hoxa9,->,Hoxa10
Myc,-|,Cav1
Csnk1g1,->,Stx3
Calm1,->,Dapk1
Runx1,->,Gata2
Rps6ka3,->,Cebpb
Bmx,->,Bak1
Runx1,->,Rela
Gsk3b,->,Mndal
Psap,->,Ar
Cdon,->,Abl1
Mapk8,->,Nfe2l2
Mapk3,->,Nfe2l2
Bag2,->,Stub1
Mapk9,->,Mnda
Prkaca,->,Crebbp
Mycn,->,Sirt2
Chrm2,->,Gnai3
Ar,->,Mndal
Jak3,->,Stat5a
Stat6,->,Crebbp
Pax5,->,Runx2
Hnf4a,->,Il1b
Myc,->,Bmal1
Zic1,->,Bcl2l13
Prkd2,->,Cib1
Id3,-|,Tcf12
Tp53,->,Cdkn2a
Tfap2a,->,Tnfaip3
Etv6,->,Ccl12
Ncoa3,->,Esr1
Ppard,->,Fn1
Sall3,->,Dnmt3a
Hspa1a,-|,Acot4
Bax,->,Bcl2
Esr1,-|,Tnfsf11
Cebpb,->,Akt1
Mafb,->,Csnk2a2
Atm,->,Nrf1
Irf4,->,Il17a
Sox10,->,Mag
Smad3,->,Serpinb5
Sumo1,->,Smad4
Csnk1d,->,Epas1
Snai1,->,Rps6kb1
Prlhr,->,Gnai3
Mapk1,->,Nr4a1
Sp1,->,Cdk1
Ptprg,-|,Cdk2
Ube2n,->,Traf2
Foxo1,->,Maml1
Ssrp1,->,Crebbp
Tbx3,-|,Gata6
E2f1,->,Bnip3
Tfap2b,->,Ins2
Smad1,->,Ptk2
Dnmt1,->,Pten
Egfr,->,Calm1
Mycn,-|,Mxi1
Zic1,-|,Atoh1
Rps6ka3,->,Nes
Ddit3,->,Cxcl10
Rela,->,Twist1
Tgfbr2,->,Pik3r1
Ncoa2,->,Carm1
Ptdss1,->,Scarb1
Klf4,->,Gdf15
Jak2,->,Pdk1
Prkcz,->,Aurka
Foxa2,->,Foxo1
Il18r1,->,Neto2
Casp8ap2,->,Casp8
Nfatc3,->,Faslg
Tfap2b,->,Tfap2a
Gli3,->,Smo
Prkaca,->,Stk3
Pdpk1,->,Plk1
Cebpb,->,Stat3
Etv4,->,Snai1
Fyn,->,Max
Rela,->,Tnfrsf4
Pou2f1,->,Ar
Siglec12,->,Ifngr1
Nr1h3,->,Tfap2a
Pou2f1,->,Esr1
Nfe2l2,->,Mapk1
Tbp,->,Crebbp
Tp63,->,Nr3c1
Epha4,->,Cdk5
Axl,->,Pik3cg
Jdp2,->,Jun
Gsk3b,->,Daxx
Abl1,->,Mdm2
Rps6ka3,->,Mef2c
Flt1,->,Trem2
Dab2ip,-|,Pik3ca
Malt1,->,Bcl10
Irf1,->,Il12a
Foxo4,-|,Hif1a
Calm1,->,Ar
Ncoa3,->,Prkaca
Prkca,-|,Pea15
Gata1,->,Tal1
Rhoa,->,Prkaca
Csnk2a1,->,Mcm2
Pik3r3,->,Tp53
Yy1,->,Hdac1
Hsf2,->,Hif1a
Bid,->,Aifm1
Tp53,-|,Ets1
Casp7,-|,Mef2b
Pdcd1,->,Ptpn11
Prkaca,->,Ctnnb1
Pin1,->,Smad2
Stat5b,->,Cdk6
Capn1,->,F2r
Arnt,->,Tgfa
Nfe2l2,-|,Il6
Pitx2,->,Inhba
Raf1,->,Ppp1r12a
Vim,->,Prkca
Cdk1,->,Kat5
Il1b,->,Il1r2
Ptprd,->,Lrfn5
Fosb,->,Cdk2
Cebpb,->,Il15
Srebf1,->,Nfya
Ptpn1,-|,Pdgfrb
Sp1,->,Txn
Nrf1,->,Sirt6
Prkcg,-|,Hsp90aa1
Tfdp1,->,Tcf3
Rxra,->,Hif1a
Stat5b,-|,Pparg
Rela,->,Trim21
Rps6ka3,->,Pea15
Nr3c1,->,Ncoa1
Ets1,-|,Il13
Pou2f1,->,Spi1
Nr4a1,-|,Nr3c1
Foxo1,-|,Birc3
Esr1,-|,Tp53
Hipk2,->,Daxx
Tp63,->,Gata3
Rel,->,Lta
Prdm1,->,Tnfsf11
Prkca,->,Ywhab
Rps6ka3,->,Th
Junb,->,Mapk8
Rela,->,Lta
Yy1,->,Rest
Pou2f2,->,Id2
Egfr,->,Ptk2
Mapk14,->,Stat3
Cdk5,->,Nfat5
Mlxipl,-|,Ppara
Spi1,->,Il12b
Nfkb1,->,Fn1
Rara,->,Fos
Erbin,-|,Ripk2
Mycn,->,Dbh
Tfap2d,->,Pou4f1
Ace2,->,Tigit
Ets1,->,Cd44
Esr1,->,Gata3
Tgfb1i1,->,Tgfb1
Zfp398,->,Znf354c
Adrb2,->,Hnrnpk
Pak1,-|,Bcl6
Isl1,->,Neurod1
Vdr,->,Casp3
Nod1,->,Nfkbia
Casp3,->,Mef2a
Hif1a,->,Il1b
Ar,->,Yy1
Stat6,->,Cdkn1b
Igf1r,->,Mst1r
Tp63,->,Ppara
Rb1,->,Birc5
Ywhah,-|,Foxo1
Tp53,->,Esr1
Xaf1,-|,Birc3
Ptpn6,->,Zap70
Ppara,->,Ddit3
Epas1,->,Il18r1
Sp1,->,Klf8
Mapk3,-|,Bad
Irf1,->,Il17a
Hdac1,-|,Rela
Raf1,-|,Map3k5
Abl1,-|,Bcl6
Ntrk1,->,Pik3ca
Ptprd,-|,Stat3
Myc,-|,Rarb
Met,->,Nrp1
Rbpj,->,Cdk6
Gem,-|,Rock2
Creb1,->,Smad6
Prkaa2,->,Insr
Dapk1,->,Grin2b
Ar,->,Egfr
Nr1h4,->,Klf11
Numa1,->,Tubb5
Atm,->,Mcm3
Sp1,->,Dnmt3a
Hdac4,-|,Vegfa
Foxo1,-|,Galnt14
Itga3,->,Csk
Rela,->,Il4
Mog,->,Lilrb3
Esr1,->,Ctsd
Tgfb1,->,Ppp2r2a
Nfatc1,->,Id3
Myc,->,Ikbkb
Rarb,->,Egfr
Mapk1,->,Ccne1
Sox9,->,Btn1a1
Tp53,->,Prox1
Amotl2,->,Lats2
Ppp1ca,->,Smo
Mitf,-|,Bcl2a1
Mapk1,->,Nr2c2
Dnmt3a,->,Brca1
Lrrfip1,->,Rhoa
Egfr,->,Becn1
Hdac1,-|,E2f1
Creb1,->,Nlrp1b
Dixdc1,->,Dvl1
Nfil3,->,App
Chuk,->,Ncoa3
Yy1,-|,Jak2
Cdc42,->,Pak2
Nfkb1,->,Ccl12
Ets1,->,Srf
Cfl1,-|,Actb
Tgfb3,->,Acvrl1
Gli3,-|,Mycn
Esr1,->,Bcl2
Fli1,->,Bcl2l1
Mpg,-|,Esr1
Casp3,->,Stk24
Ncor2,->,Tnf
Uvrag,->,Pik3c3
Prkdc,->,Chek1
Tp63,->,Skp2
Tbp,->,Rb1
Cebpd,->,Camkk2
Bid,->,Diablo
Nfkb2,->,Lta
Aurka,->,Yy1
Ikbkb,->,Nfkbib
Nr2c2,->,Mapk8
Tp63,->,Cdkn1b
E2f4,-|,Tbx2
Akt1,->,Ep300
Tp53,->,Foxo3
Sox2,->,Hes6
Ppara,->,Casp2
Akt1,->,Ybx1
Pax6,->,Cd40
Foxo1,-|,Bcl2l2
Ctnnb1,->,Ascl1
Smad4,->,Msx1
Cebpd,->,Mapk14
Stat5a,->,Ebf1
Nfe2l2,-|,Txnip
Ppp2r5c,-|,Mapk3
Nfe2l2,->,Nrf1
Cdk6,->,Runx1
Syk,->,Shc1
Inhba,->,Smad3
Chuk,->,Hdac3
Junb,->,Nfe2l2
Prkdc,->,Srf
Elavl1,->,Adam10
Stk3,->,Sav1
Bak1,->,Htra2
Myc,->,Odc1
Aurkb,->,Atm
Rps6kb2,->,Lmnb1
Xbp1,->,Runx2
Dap3,->,Cycs
Ppp2ca,->,Prkaa1
Nr3c1,->,Foxo3
Ikbkb,->,Fos
Pias1,->,Prdm1
Prkaca,->,Creb1
E2f4,-|,Mybl2
Map3k1,->,Srpk2
Rela,->,Mylk
Tfap2a,->,Carm1
Mdm2,-|,Ar
Smad2,->,Creb1
Dlg1,->,Mapk14
Stat5b,->,Myd88
Myc,->,Gsk3b
Zic1,->,Ctnnb1
Egfr,->,Gnai1
Ar,->,Hmox1
Runx2,-|,Runx1
Ptpn11,->,Jak3
Tbx2,-|,Cebpd
Sp1,->,Psip1
Ar,->,Stat5a
Pim1,-|,Bad
Gata1,->,Il1a
Myc,-|,Ndrg1
Etv6,->,Bbc3
Ikbkb,-|,Ywhab
Mapk14,->,Vdac1
Bcl3,->,Nfkb2
Kat5,->,Myc
Sp1,->,Smad7
Dlx5,->,Runx2
Mapk10,-|,Nfatc2
Stat5b,->,Insr
Hmga1,->,Nfatc2
Ssrp1,->,Bcl2
Tgm2,->,Tbxa2r
Esr2,->,Glrx
Lrrk2,->,Akt1
Ppara,->,Nr1h3
Xiap,->,Casp9
Rps6ka1,->,Fos
Cdk1,->,Myc
Bcl6,->,Il10
Mycn,-|,Tgfbr3
Sirt1,-|,Cdkn1a
Sp1,->,Vdr
Stat3,->,Ahr
Myc,->,Esr1
Ncoa2,->,Esrrg
Tp63,->,Atg9a
Tfdp1,->,Nrip1
Ctnnb1,-|,Casp4
Yy1,->,Smad7
Mycn,-|,Dkk3
Pparg,-|,Agtr1a
Tcf12,->,Kdm3a
Bcap31,-|,Casp8
Irf4,-|,Bcl6
Pparg,->,Nfkbib
Chuk,-|,Foxo3
Ntrk2,->,Shc1
Myc,->,Dnmt3a
Cebpb,->,Mtor
Nfatc4,-|,Dkk1
Crem,->,Nfatc1
Cdh1,->,Ctnnb1
Rock2,->,Ppp1r14a
Mafk,->,Il10
Tp53,-|,Hr
Arnt,->,Sp1
Twist1,-|,Esr1
Myc,->,Faslg
Tfap2a,->,Ctnnb1
Csk,->,Jun
Esr1,->,Prkca
Shc1,->,Ptk2
Spi1,->,Kcna1
Srebf1,->,Fas
Usf1,->,Bax
Rps6ka2,->,Bad
Lef1,->,Myc
Hdac9,-|,Mef2c
Ppara,->,Ahr
Csnk2a1,->,Lef1
Myc,->,Tfap4
Cebpg,->,Jun
Myc,-|,Hif1a
Il11,->,Il11ra1
Arrb1,-|,Gnai3
Foxa2,->,Ano2
Cd48,->,Cd2
Prkcz,->,Rela
Cdk1,->,Foxo1
Stat6,->,Spdef
Myb,->,Mcm4
Klf10,-|,Gstp1
Ar,->,Nr3c1
Igf1r,->,Hck
Parp1,->,Pias4
Nfe2l2,->,Bcl2
Kras,->,Pik3cg
Cdk5,->,Nes
Jdp2,-|,Ddit3
Sox9,->,Lef1
Cdk1,->,Mef2c
Ppara,->,Gsk3b
Akt1,->,Mitf
Chrm2,->,Gnai1
Mapk14,->,Ar
Irf5,-|,Ifnb1
Rela,->,Stat4
Ppargc1a,->,Nrf1
Ppara,->,Tnfsf10
Cebpd,->,Cebpb
Nrf1,->,Cxcr4
Myod1,->,Jun
Pax3,->,Cxcr4
Nfe2l2,->,Gclc
Traf2,->,Ikbkb
Gsk3a,->,Tp53
Tradd,->,Birc2
Dusp1,->,Mapk14
Stat3,->,Fasn
Lyn,->,Cdk4
Prkdc,->,Fpr1
Pparg,-|,Fos
Wnt10b,->,Fzd7
Fus,->,Bcl2l11
Sp1,->,Yy1
Ar,->,Nkx3-1
Gli1,->,Prdm1
Vdr,->,Rxra
Sp1,->,Bax
Egfr,->,Ikbke
Cdk1,-|,Mcm4
Sp1,->,Ar
Apex1,->,Tnf
Sirt1,-|,Pax6
Mapk1,-|,Smad1
Zbtb7a,-|,Fos
Nfatc2,->,Faslg
Lmx1a,->,Pitx3
Spi1,->,Gnai2
Ets1,->,Tp53
Ep300,->,Stat6
Src,->,Csk
Snai1,->,Pparg
Smad3,->,Myog
Nrxn2,->,Dag1
Tfap2c,->,Cebpa
Ppm1d,-|,Mapk14
Egr3,-|,Egr1
Calm2,->,Fas
Wnt5a,->,Ptk7
Foxo3,->,Ddit3
Ppp2ca,-|,Map3k7
Stat4,->,Il12b
Gata3,->,Esr1
Rhoa,->,Cit
Nr2f1,->,Nr2f2
Irf7,->,Irf3
Pim2,->,Pkm
Egfr,-|,Ctnnd1
Mxd1,->,Akt1
Stat3,->,Cxcl10
Pias3,->,Atf1
Foxo1,->,Bcl2a1
Mecp2,-|,Cdkl5
Prkcz,->,Wwc1
Lyn,->,Tec
Aurkb,-|,Rassf1
Sp1,->,Parp1
Msc,-|,Lta
Gata1,-|,Cebpa
Nr4a2,->,Mapk7
Smad2,->,Ptk2
Lyn,->,Hck
Nr2f2,->,Tnfaip8
Sp1,->,Tbx21
Pax5,->,Pim2
Atf4,->,Nupr1
Hsf1,->,Fos
Pdpk1,->,Prkcq
Mapk3,->,E2f4
Sox2,-|,Twist1
Nfil3,-|,Srebf1
Jun,->,Mapk14
Bcl3,->,Tnf
Hr,->,Drd1
Map3k1,->,Smad2
Gnai2,->,Egfr
Prkca,->,Pou2af1
Tfap2c,->,Egfr
Cebpd,->,Il1b
Prkdc,->,Cdkn1b
Ikbkb,-|,Cdkn2a
Myc,->,Ccr5
Esr1,-|,Cxcr4
Snai1,->,Pten
Nfyb,->,Col11a1
Pak1,->,Foxo1
Prkaca,->,Cebpb
Ar,->,Etv1
Sp1,->,Zbtb7a
Mef2c,->,Jun
Myb,->,Esr1
Brca1,->,Krt5
Nr2c2,->,Traf6
Ern1,->,Traf2
Prmt5,->,Hoxa9
Cebpd,->,Sp1
Mapk1,->,Stat3
Tbp,->,Lgals1
Jak1,->,Btk
Mbd2,->,Setd7
Sirt1,-|,Cdh1
Myc,->,Bcl2l11
Mark2,-|,Hdac7
Nr2f1,->,Tnf
Srebf2,->,Casp2
Ncoa1,->,Rara
Sp1,->,Faslg
Usf1,->,Hsf2
Lef1,->,Col11a1
Jun,->,Ikbkb
Snai1,-|,Twist1
Fli1,->,Tgfbr2
Akt1,->,Xiap
Lef1,->,Birc5
Pdp1,-|,Smad1
Rbpj,->,Atm
Sirt1,->,Kat5
Creb1,->,Il18bp
Stat3,->,Nanog
Aurka,->,Ar
Ptpn1,-|,Ntrk2
Akt1,-|,Mxd1
Mycn,->,Wwc1
Rela,-|,Bcl2l11
Cebpb,->,Dapk1
Srebf1,->,Trib3
Grhl3,->,Hey1
Capn2,->,Gsk3a
Hsf1,->,Faslg
Nfia,-|,Hes1
Tef,->,Tnf
Akt3,-|,Stk4
Dusp8,->,Mapk8
Camk2d,-|,Itpr2
Nfkb1,->,Tbx21
Hand2,->,Gata4
Rps6ka2,-|,Nr4a1
Rela,->,Birc3
Tp53,-|,Klf2
Runx2,->,Birc5
Map3k1,->,Mapk3
Ets1,->,Krt14
Rps6ka3,->,Foxo1
Tef,->,Tshb
Irf4,->,Ifng
Egr1,->,Tp53
Hdac1,->,Gli1
Akt1,-|,Htra2
Kdm5b,->,Pax9
Pgr,->,Vdr
Nfe2l2,->,Maf
Hsf1,->,Nfkb1
Mta1,->,Snai1
Ssrp1,->,Casp1
Nr2f1,->,Gata6
Ets2,->,Egf
Twist1,->,Gli1
Kit,->,Phb1
Hdac7,-|,Esr1
Rela,->,Plk1
Jun,->,Il1a
Lyn,->,Abl1
Tbx21,->,Btk
Rps6ka3,->,Mnda
Calm1,->,Camkk2
Fos,->,Fgf2
Ahr,->,Ctsd
Ssrp1,->,Egr1
E2f7,-|,E2f1
Nfkb1,->,Tnfrsf13c
Rps6ka1,->,Srf
Sp1,->,Creb1
Fyn,->,Gtf2i
Ptpn6,->,Egfr
Daxx,-|,Fas
Tp53,->,Gli2
Gli2,->,Il1r2
Tradd,->,Traf5
Stat3,->,Il13
Pin1,->,Notch1
Sp1,->,Pml
Irf1,->,Sp1
Mapk1,->,Nr4a2
Xbp1,->,Becn1
Ar,->,Tjp1
Nfkb1,->,Il12b
Nfic,->,Tnf
Ppp1ca,-|,Tp53
Myc,->,Apex1
Nr5a1,->,Btk
Smad3,->,Col2a1
Mapkapk2,->,Bcl2l1
Lats2,->,Cdkn1a
Atm,->,Sp1
Ppp2ca,->,Creb1
Epas1,->,Pgr
Stat6,->,Pdcd1lg2
Gsk3b,->,Gata6
Prkca,->,Icam5
Atf2,->,Tgfb2
Stat5b,->,Bcl6
Stk3,->,Prkca
Thbs1,->,Ngf
Sirt1,->,Apex1
Tfap2a,->,Pitx2
Ets1,->,Abcb1a
Thrb,-|,Gata2
Nr0b2,->,Rarb
Cdc42,->,Pak1
Cxcl10,->,Sdc4
Klf2,->,Mef2a
Igf1r,->,Gtf2i
Hnf4a,-|,Pea15
Esr2,->,Crebbp
Vdr,->,Mapk14
Dapk1,-|,Stx3
Satb1,->,Ctnnb1
Mapk8,->,H3c11
Mycn,->,Rassf1
Tp53,->,Bmp2
Stat5a,->,Abl1
Camkk2,->,Sirt1
Lck,->,Mapk3
Myc,->,Tgfb3
Nfatc1,->,Il13
Sp1,->,Gpc4
Dll1,->,Notch4
Lef1,-|,Itgb1
Ebf1,->,Prkcq
Sall4,-|,Sall3
Nrf1,->,Nr3c1
Prkca,->,Nfe2l2
Esr1,->,Tfap2c
Prkaca,->,Ywhah
Csnk1e,->,Smo
Plk1,->,Axin1
Jak3,->,Ctnnb1
Akt1,->,Brca1
Eno1,-|,Myc
Mapk8,->,Bad
Cd40lg,->,Cd9
Foxo3,->,Stab1
Kcna2,->,Rtn4
Smad2,->,Atf3
Mapk1,->,Ets2
Thbs1,->,Lrp5
Col18a1,->,Itgb1
Ets2,-|,Thbs1
Tal1,->,Fbxw7
Irf4,-|,Dnmt1
Gabarap,-|,Dvl2
Esr1,->,Ywhaq
Gata6,->,Nkx2-5
Mapk8,->,Becn1
Cul3,->,Tnfaip1
Il4r,->,Stat5a
Akt1,->,Faf1
Mapk14,->,Ccne1
Cdc25a,-|,Mapk3
Hoxa9,->,Mycn
Gsk3b,->,Rb1
Axin1,->,Myc
Nlgn2,->,Nrxn2
Nr0b2,->,Il12b
Yy1,->,Brca1
Tcf12,->,Fn1
Irf5,-|,Il10
Il4r,->,Jak3
Tp63,->,Krt5
Mapk1,-|,Rock1
Spi1,->,Hck
Smad4,->,Pten
Tcf7l2,->,Gata3
Creb1,->,Ctnnb1
Capn1,->,Tp53
Sirt1,-|,Xpc
Nr1h4,->,Stk11
Smad4,->,Fos
Abl1,->,Mtor
Yy1,-|,Ddit3
Etv6,->,Il1a
Sp3,->,Btk
Plk1,->,Raf1
Dnmt3b,->,Keap1
Stat5b,->,Tnfsf10
Sp1,->,Rela
Cebpb,->,Prkaa1
Tp53,-|,Il6
Sp1,->,Cxcr4
Ssrp1,->,Tnf
Jun,->,Dbh
Pdk1,->,Akt1
Mef2c,->,Ctnnb1
Prkcz,-|,Gsk3b
Rela,->,Nrf1
Rubcn,-|,Becn1
Tcf3,-|,Lta
Vdr,->,Tnfsf4
Stat3,->,Ptpn2
Pou2f2,->,Syk
Tcf7l1,->,Myc
Map3k7,-|,Smad3
Nr2c1,->,Nanog
Sh3glb1,->,Uvrag
Tp53,-|,Cd44
Prkca,->,Ptpn12
Prrx1,-|,Mafb
Smad5,->,Gata2
Mapk9,->,Map2k2
Tfap2a,->,Npy
Stub1,->,Dnaja3
Src,->,Chuk
Ptk2,->,Bcar1
Prdm1,-|,Esr1
Tp63,->,Il1a
Id2,-|,Fas
E2f3,->,Mapk8
Stk3,->,Stk24
Rela,->,Ikbke
Csnk2a1,->,Arnt
Nr3c1,-|,Ets1
Mapk3,->,Ptpn11
Fli1,->,Bcl2
Pim1,->,Runx3
Mapk1,->,Rps6ka2
Myc,->,Tp73
Mapk14,->,Ncam1
Pax6,->,Ar
Nr0b2,->,Sirt1
Zeb1,->,Tp63
Esr2,->,Rara
Lyn,->,Casp8
Mapk8,-|,Bcl2l1
Ar,->,Myc
Crem,-|,Bcl2
Jak2,->,Raf1
Hand2,->,Fn1
Nfkb1,->,Ptpn6
Gtf2i,->,Src
Mapk10,->,Tab1
Mycn,->,Xrcc3
Hipk2,-|,Hif1a
Bbc3,->,Bax
Hif1a,->,Ppara
Rac1,->,Prkca
Usf1,->,Ptpn6
Ctnnb1,->,Tnfrsf11b
Tyk2,->,Stat5b
Nanog,->,Cdk1
Cdk6,->,Ctnnb1
Csnk1e,->,Nfkb2
Cebpb,->,Rbpj
Tbp,->,Myc
Ppara,->,Txn
Siah2,-|,Hipk2
Irf2,->,Casp1
Clu,->,Trem2
Jak2,->,Il6st
Sp3,->,Bcl2
Sp1,->,Fas
Akt2,->,Xiap
Mapk3,-|,Bcl2l11
Ppara,-|,Jun
Nfe2l2,->,Crebbp
Ppp2ca,-|,Irf3
Smad2,->,Fgf2
Mapk1,-|,Casp8
Rps6ka1,-|,Mxd1
Nfkbib,->,Cnr1
Myc,-|,Cebpa
Jun,->,Nqo1
Nr4a2,->,Rxrg
Egr1,->,Inhba
Yy1,->,Il1b
Hdac1,-|,Smad7
Hoxa10,->,Mycn
Tfap2a,->,Prkca
Pdgfra,->,Src
Egr1,->,Il15
Foxk1,->,Tnf
Nkx3-1,->,Bax
Gsk3b,-|,Nfatc2
Unc13b,->,Stx3
Stat5a,->,Ccnd2
Mycn,->,Prlhr
Calm1,->,Esr1
Esr1,->,Ace2
Bcl3,-|,Ctcf
Myc,->,Ptk2
Plk4,->,Nek7
Sp1,->,Prkcd
Gfra1,->,Trem2
Rela,->,Tnfrsf13c
Mapk3,->,Hnf4a
Ets1,->,Il7r
Csnk2a2,->,Hdac2
Gli1,->,Nanog
Stat5a,->,Pias3
Prkca,->,Sgk1
