source_genesymbol,target_genesymbol,interaction_type
Casp3,Eif4g2,->
Mapk3,Pde4d,-|
Pde4d,Prkaca,->
Mapk3,Capn2,->
Tp53,Mcm5,-|
Stat3,Icos,->
Foxo3,Pink1,->
Crebbp,Hnf1a,->
Mapk3,Zfp36,->
Zfp36,Tnf,-|
Mapk3,Ctnnd1,->
Ctnnd1,Cdh5,->
Sp1,Kdm5b,->
Tp53,Tp73,->
Sp1,Ltb,->
Mapk3,Pparg,-|
Pparg,Mcm7,-|
Mapk3,Ppp2r5c,-|
Ppp2r5c,Grin2a,-|
Sp1,Nlrp1b,->
Gsk3b,Wt1,->
Mapk3,Mrtfa,-|
Mrtfa,Srf,->
Srf,Kdm4a,->
Mapk3,Rest,->
Ciita,Irf1,->
Mapk3,Hif1a,->
Hif1a,Rora,->
Mapk3,Gabpa,->
Gabpa,Txn,->
Mapk3,Fgfr1,-|
Irs1,Pik3cg,->
Gsk3b,Pax3,->
Mapk3,Jund,->
Jund,Il11,->
Smad3,Angptl2,->
Angptl2,Lilrb3,->
Tp53,Trpm2,-|
Twist1,Hoxa9,->
Cebpb,Ifng,->
Mapk3,Ets1,->
Ets1,Csnk2a1,->
Ptpn11,Hoxa10,->
Mapk3,Grk2,->
Grk2,Gnai1,->
Mapk3,Stat5a,->
Stat5a,Bcl10,->
Mapk3,Tal1,->
Tal1,Pik3c3,->
Casp8,Fadd,->
Hsf1,Hsf2,->
Esr1,Ube2i,->
Rtn4,Tnfrsf19,->
Sp1,Ascl1,->
Dapk1,Mapk6,-|
Sp1,Nrp1,->
Rps6ka3,Nes,->
Pax5,Pim2,->
Irs1,Prkca,->
Tp53,Birc3,->
Nfkb1,Nfkbiz,->
Gtf2i,Usf2,->
E2f1,Cdk1,->
Mapkapk2,Mapk14,->
Hsf1,Prkdc,->
Cebpb,Tnfaip3,->
Rps6ka3,Foxo4,->
Rxra,Rarb,->
Dapk1,Prkd1,->
Prkd1,Ssh1,-|
Twist1,Rela,-|
Myc,Hbp1,->
Dapk1,Mcm3,->
Mapk3,Il16,->
Tp53,Cd2,->
Rps6ka3,Ywhah,->
Myc,Mxi1,->
Dapk1,Mapk1,-|
E2f1,Wwox,-|
Gsk3b,Nfic,->
Mapk3,Jak2,-|
Jak2,Stat4,->
Il10,Cd70,->
Sp1,Psip1,->
Ar,Nr5a1,->
Crebbp,Myod1,->
Mapk3,Adam17,->
Ptprf,Lrfn5,->
Ep300,Apex1,->
Mapk3,Bcl2,->
Bcl2,Bik,-|
Etv6,Il19,->
Tp53,Litaf,->
Gsk3b,Stub1,->
Stat3,Egr1,->
Mapk3,Ptpn5,->
Ptpn5,Grin2b,-|
Mapk3,Xbp1,->
Gsk3b,Traf6,->
Gsk3b,Cd274,->
Cd274,Pdcd1lg2,->
Atf2,Tnfrsf11a,->
Myc,Skp2,->
Ets1,Ctsb,->
Mapk3,Lifr,-|
Lifr,Negr1,->
Gsk3b,Afdn,->
Myb,Mcm4,->
Stat5a,Eomes,->
Nfatc1,Il17f,->
Adam17,Il6ra,->
Tp53,Ywhaq,->
Mapk3,Fos,->
Fos,Cd40lg,->
Hnf4a,Pou2f1,->
Gsk3b,Mafb,->
Ar,Hoxc8,->
Mapk3,Rps6ka5,->
Rps6ka5,Atf1,->
Rps6ka3,Vtn,->
Mapk3,Pcbp2,->
Pcbp2,Itch,->
Nfatc1,Gpc6,->
Crebbp,Onecut1,->
Onecut1,Nupr1,-|
Jun,Fgf2,->
Rps6ka3,Il1a,->
Cebpb,Egr2,-|
Rps6ka3,Ywhab,->
Sp1,Col2a1,->
Mapk3,Sphk2,->
Sphk2,Hdac1,-|
Myb,Gata3,->
Sp1,Ngfr,-|
Mapk3,Crem,->
Mapk3,Fbxw7,->
Fbxw7,Notch1,->
Stat5a,Il18,->
Il18,Il1rapl1,->
Mapk3,Map1b,->
Stat3,Src,->
E2f1,Elf4,->
Mapk3,Nr3c1,-|
Nr3c1,Ltbr,->
Mapk3,Sp3,->
Sp3,Tnfrsf4,->
Jun,Nrf1,->
Sp1,Hck,->
Hck,Fkbp8,->
Gsk3b,Nfia,->
Sp1,Tbk1,->
Mapk3,Tcf3,->
Tcf3,Apoe,->
Apoe,Trem2,->
Myc,Nfya,-|
Sp1,Dnmt3b,->
Ripk3,Mlkl,->
E2f1,Dcc,->
Mapk3,Ptpn12,->
Ptpn12,Pin1,->
Mapk3,Cebpa,-|
Cebpa,Cd163,->
Jun,Cxcl10,->
Stat3,Il17a,->
E2f1,Apaf1,->
Cebpb,Krt15,->
Dapk1,Rpl13a,->
Ep300,Maml1,->
Hnf4a,Hnf1b,->
Hif1a,Ace2,-|
Ets1,Lmo2,->
Tp53,Faslg,->
Smad1,Tnfsf11,->
Ppara,Txnip,-|
Dapk1,Mark2,->
Nfe2l2,Gclc,->
Gsk3b,Mafa,->
Mapk3,Lmna,->
Ar,Cdkl5,->
Cebpb,Il12b,->
Tp53,Birc5,-|
Bax,Aifm1,->
Mapk3,Mylk,->
Mylk,Myl9,->
Gsk3b,Snai1,-|
Gsk3b,Mdm2,->
Mapk3,Casp9,-|
Gsk3b,Bcl2l12,->
Smad3,Foxp3,->
Foxp3,Tnfrsf18,->
E2f4,Mcm10,-|
Gsk3b,Gli3,->
Mapk3,Ets2,->
Ets2,Nab2,->
Myc,Dnmt3a,->
Mapk3,Rps6kb1,->
Rps6kb1,Mre11,-|
Casp8,Casp8ap2,->
Rps6ka3,Cd44,->
Stat3,Klf4,->
Gsk3b,Tjp1,->
Mapk3,Th,->
Tp53,Card11,->
Card11,Malt1,->
Ets1,Gfi1,-|
Foxo3,Tnfaip8,->
Crebbp,Creb1,->
Gsk3b,Nol3,->
Tp53,Hipk2,->
Mapk3,Stk11,-|
Stk11,Etv4,->
Rxra,Nr4a2,->
Atf2,Mmp2,->
Ptpn11,Pdgfrb,-|
Dapk1,Dapk3,->
Mapk3,Spib,->
Smad3,Pax8,-|
Stat3,Enpp2,->
Gata1,Nfil3,->
Mapk3,Srebf1,->
Stat3,Il1rn,->
Il1rn,Il1r2,->
Ar,Stk39,->
Tp53,Jdp2,-|
Smad3,Pax6,-|
Ar,Casp2,->
Ar,Nr2c2,->
Myc,Lmx1b,->
Gata1,Fcgrt,->
Gsk3b,Nfatc3,-|
Jun,Tnfsf15,->
Mapk3,Bad,-|
Rps6ka3,Sdc2,->
Ar,Tgm2,->
Nfe2l2,Nqo1,->
Nfe2l2,Ccl12,-|
Sp1,Ptn,->
Ptn,Ptprs,->
Crem,Crabp2,-|
Mapk3,Gata6,->
Gsk3b,Mndal,->
Sp1,Tgfbr2,->
Gsk3b,Stk38,->
Myc,Cxcr4,->
Rps6kb1,Pdcd4,-|
Gsk3b,Kdm6a,->
Epas1,Ctcf,->
Tp53,Sfn,->
Mapk3,Mitf,->
Mitf,Tbx2,->
Ep300,Fli1,->
Stat5a,Irf8,->
Myc,Prkn,->
Hnf4a,Dsc2,->
Dsc2,Dsg3,->
Gsk3b,Cebpe,->
Gsk3b,Daxx,->
Mapk3,H3c11,->
Tp53,Serpinb5,->
Smad1,Traf2,->
Mapk3,Lck,->
Lck,Btk,->
Tal1,Traf3,->
Mapk3,Map3k11,->
Map3k11,Map2k3,->
Map2k3,Dyrk1b,->
Ar,Krt18,->
Mcl1,Bak1,-|
Rxra,Nr4a1,->
Tp53,Odc1,->
Gsk3b,Ikbkg,->
Srebf1,Fasn,->
Runx2,Sp7,->
Cebpb,Sox6,->
Jun,Map2k7,->
Map2k7,Mapk10,->
Runx2,Gpc1,->
Mapk3,Ptk2,->
Dapk1,Cdkn2a,->
Tnfsf14,Tnfrsf14,->
E2f1,Hinfp,-|
Hinfp,Mbd2,-|
Mapk3,Smad2,->
Fos,Nfat5,->
Mapk3,Wwc1,->
Ciita,H2-D1,->
E2f1,Casp7,->
Jun,Thbs1,->
Mitf,Inhba,->
Gata4,Hdac9,-|
Sphk2,Hdac2,-|
Ciita,Irf2,->
Tp53,Tgfa,->
Tp53,Phb1,->
Runx2,Hapln1,->
Dnmt3b,Bag4,->
E2f1,Mcm8,->
Jun,Tnfrsf1b,->
Mapk3,Crtc3,->
Crtc3,Bcl3,->
Mapk14,Grhl3,->
Rps6kb1,Mtor,-|
Stat5a,Aurka,->
Myc,Ccnd2,->
Crebbp,Relb,->
Cdkn1b,Cdk2,-|
E2f4,Ripk2,->
Rhoa,Rock1,->
Fos,Fosb,->
Hsf1,Xaf1,-|
Raf1,Stk4,-|
Ar,Tgfb1i1,->
Atf2,Tgfb2,->
Pparg,Slc1a2,->
Tp53,Casp1,->
Gata6,Vwf,->
Casp8,Map3k14,->
Tgfbr2,Tgfbr3,->
Xbp1,Pou2af1,->
Mapk3,Rac1,->
Rac1,Mapk9,->
Myc,Tcf12,->
Gsk3b,Cul3,->
Ep300,Parp1,->
Gata1,Gfi1b,->
Mapk3,Pgr,-|
Tp53,Tp63,-|
Ciita,Myog,-|
Tp53,Abcb1a,-|
Nfatc1,Itpr2,->
Stat5a,Il7r,->
Prkaca,Stk24,->
Fbxw7,Ncoa3,-|
Gsk3b,Mnda,->
Dapk1,Itga3,-|
Rps6ka1,Mxd1,-|
Sp1,Dbh,->
Smad3,Nkx2-1,-|
Smad3,Mef2c,-|
Mapk3,Nfatc4,->
Dapk1,Myl12b,->
Gsk3b,Sirt1,->
Pak1,Ppp1r12a,->
Ppp2r5c,Akt1,-|
Mapk3,Shc1,->
Fyn,Mag,->
Casp8,Ripk1,-|
Ptpn6,Stat5b,-|
Prkcb,Tfeb,->
Myc,Sirt2,->
Ciita,H2-Q10,->
Jun,Egf,->
Mycn,Galnt14,->
Gsk3b,Cebpd,->
Elk1,Tbp,->
Foxo3,Irf7,->
Dapk1,Rigi,->
Myc,Mlxipl,->
Foxo3,Tnfsf10,->
Myc,Hdac3,->
Gsk3b,Ccne1,->
Il1a,Il1r1,->
Ets1,Pim3,->
Sp1,Il12a,->
Adam17,App,->
Tp53,Brap,->
Brap,Cdc14a,->
Smad4,Lef1,->
Tp53,Dnmt1,-|
Jun,Casp14,->
Dapk1,Camkk2,-|
Mapk3,Bcl6,-|
Rps6ka3,Rel,->
Mitf,Cd40,->
Nr3c1,Cav1,->
Lck,Cd79b,->
Gsk3b,Rassf1,->
Rps6ka3,Pea15,->
E2f4,Mybl2,-|
Sp1,Krt14,-|
Bad,Bcl2l2,-|
Myc,Tfam,->
Hnf4a,Pitx2,->
Myc,Rcc1,->
Dapk1,Rps6,-|
Jak2,Il6st,->
Myc,Ndrg2,-|
Ets1,Csnk2a2,->
Ar,Dach1,->
Rxra,Ppard,->
Jun,Il13ra2,->
Tp53,Nfkb2,->
Mitf,Birc7,->
Gsk3b,Lmnb1,->
Cebpa,Ltf,->
Hif1a,Twist2,->
Stat3,Lgr4,->
Gsk3b,Dido1,->
Nfatc1,Egr3,->
Capn2,Bcl2l1,-|
Myc,Eno1,->
Epas1,Egln3,->
Dapk1,Pkm,->
Smad3,Tnfsf13b,->
Epas1,Msc,->
Smad2,Mef2a,->
Smad2,Tcf7l2,->
Prkaca,Rgs14,->
Stat5a,Dll1,->
Gsk3b,Lrrfip1,->
Rest,Prlhr,-|
Sp1,Tgfbr1,->
Ep300,Nbn,->
Gsk3b,Xiap,->
Ar,Fus,->
Gsk3b,Mcm2,->
Cebpa,Bmi1,-|
Ar,Cflar,->
E2f1,Mcm6,->
Fos,Tgfb1,->
Tp53,H2-K1,->
Tp53,Mapk3,->
Prdm1,Tnfrsf17,->
Tp53,Mapk14,->
Mapk14,Max,->
Tp53,Crebbp,->
Tp53,Nfkb1,->
Tp53,Tnfrsf11b,->
Tp53,Mycn,-|
Chuk,Foxa2,-|
Foxa2,St18,-|
Tp53,Foxo1,-|
Tp53,Foxo3,->
Foxo3,Hand2,->
Tp53,Sirt1,->
Sirt1,Foxl2,-|
Tp53,Twist1,->
Tp53,Runx1,->
Tp53,Bax,->
Tp53,Wnt2,->
Wnt2,Fzd7,->
Tp53,Elavl1,->
Elavl1,Il13,->
Tp53,Pml,->
Tp53,Mapk8,->
Tp53,Rb1,-|
Tp53,Plk2,-|
Tp53,Hsp90aa1,->
Tp53,Dapk1,->
Tp53,Ppp2ca,->
Ppp2ca,Irf3,-|
Tp53,Esr1,->
Tp53,Gata2,->
Tp53,Creb1,->
Tp53,Hsf1,->
Tp53,Ybx1,-|
Tp53,Cdkn1a,->
Tp53,Pax5,->
Tp53,Nr3c1,-|
Nr3c1,Nr1h3,->
Tp53,Park7,->
Park7,Htra2,->
Tp53,Cdkn1b,->
Tp53,Bcl2l1,->
Bcl2l1,Becn1,->
Tp53,Myc,-|
Tp53,Prkaca,->
Stk24,Stk38l,->
Tp53,Plk1,-|
Ppp2ca,Prkcb,-|
Tp53,Ccar2,->
Tp53,Mcl1,-|
Tp53,Casp8,->
Foxo1,Ncor2,-|
Prkaca,Dap3,->
Tp53,Stat3,-|
Tp53,Il6,-|
Tp53,Tnfrsf1a,->
Tp53,Tfap2a,->
Tfap2a,Tnfaip1,->
Tp53,Nr1d1,->
Nr1d1,Bmal1,-|
Tp53,Fn1,-|
Tp53,Notch1,-|
Notch1,Sox2,->
Tp53,Gsk3b,->
Gsk3b,Nfatc2,-|
Tp53,Ect2,-|
Ect2,Rhoa,->
Tp53,Map3k14,->
Map3k14,Ikbkb,->
Tp53,Yy1,->
Yy1,Psca,->
Tp53,Kitlg,->
Tp53,Ctnnb1,-|
Tp53,Maml1,->
Maml1,Rbpj,->
Tp53,Ddit3,->
Ulk1,Dynll1,-|
Tp53,Casp2,->
Casp2,Cycs,->
Mapk14,Usf1,->
Tp53,Gli1,-|
Tp53,Tcf7l2,-|
Tcf7l2,Sall4,->
Tp53,Cdk4,-|
Cdk4,Runx3,-|
Tp53,Bbc3,->
Tp53,Tnf,->
Tnf,Flt4,->
Tp53,Hnf4a,-|
Mycn,Col11a1,->
Creb1,Il10,->
Chuk,Nfkbib,->
Tp53,Gata1,->
Tp53,Mark1,->
Tp53,Ntrk1,->
Dapk3,Trip12,->
Tp53,Igf1r,-|
Tp53,Ezh2,-|
Casp2,Diablo,->
Tp53,Sumo1,->
Sumo1,Smad4,->
Casp1,Il1b,->
Tp53,H2-T23,->
Tp53,Pitx1,->
Pitx1,Hoxc11,->
Hoxc11,Pawr,-|
Foxo1,Nr1i2,->
Csnk2a2,Hoxb7,->
Tp53,Tp53bp2,->
Tp53,Bcl2l11,-|
Tp53,H2-Q7,->
Tp53,Yap1,->
Yap1,Smad7,->
Tp53,Casp3,->
Tp53,E2f3,-|
Tp53,Tp53bp1,-|
Tp53,Prkn,->
Nfkb1,Tnfrsf9,->
Tp53,Ctnnd1,->
Tp53,Parp1,->
Parp1,Kdm5b,->
Tp53,Rassf1,-|
Rassf1,Stk3,->
Tp53,Egr1,->
Tp53,Mapk1,->
Mapk1,Aebp1,->
Tp53,Prox1,->
Prox1,Rorc,-|
Tp53,Mcm7,-|
Tp53,Trp53inp1,->
Csnk2a2,Rtn4,->
Tp53,Prkca,-|
Prkca,Grin2a,-|
Tp53,Nlrp1b,->
Tp53,Wt1,->
Sumo1,Srf,-|
Plk1,Rest,->
Tp53,Irf1,->
Sumo1,Rora,->
Tp53,Txn,->
Tp53,Fgfr1,->
Tp53,Axl,->
Axl,Pik3cg,->
E2f3,Neo1,->
Smad3,Runx2,-|
Mapk14,Nfatc1,-|
Nr3c1,Il11,-|
Foxo1,Angptl2,->
Tp53,E2f1,-|
Tp53,Hoxa10,->
Hoxa10,Hoxa9,->
Irf1,Ifng,->
Tp53,Cdk1,-|
Tp53,Cxcr4,-|
Cxcr4,Gnai1,->
Tp53,H3c6,->
Card11,Bcl10,->
Tp53,Pik3c3,->
Tp53,Fadd,->
Tp63,Hsf2,->
Runx1,Sox5,->
Dnmt1,Ascl1,->
Tp53,Calm2,->
Tp53,Vegfa,-|
Vegfa,Nrp1,->
Tp53,Cdk5,->
Cdk5,Nes,->
Tp53,Il15,->
Gsk3b,Usf2,->
Tp53,Abl1,->
Abl1,Prkdc,-|
Tfap2a,Tnfaip3,->
Tp53,Casp7,->
Casp7,Dffa,->
Tp53,Akt1,-|
Akt1,Foxo4,->
Tp53,Cdk2,-|
Cdk2,Klf10,->
Tp53,Thra,->
Thra,Rarb,-|
Tp53,Rela,->
Mapk14,Hbp1,->
Mycn,Mcm3,->
Csnk2a2,Il16,->
Mapk8,Jund,->
Tfap2a,Mxi1,->
Tp53,Sp1,-|
Tp53,Insr,-|
Insr,Wwox,->
Cdk2,Nfic,->
Mapk14,Stat4,->
Foxo1,Pparg,-|
Tp53,Ar,-|
Abl1,Myod1,-|
Tp53,Gdf15,->
Tp53,Ptn,->
Ptprs,Lrfn5,->
Tp53,Apex1,->
Tp53,Bik,->
Tp53,Stub1,->
Tp53,Prkcg,->
Prkcg,Grin2b,->
Sumo1,Traf6,->
Nfkb1,Tank,->
Il18,Il18r1,->
Tp53,Tnfrsf11a,->
Tp53,Skp2,->
Tp53,Ets1,-|
Tnfrsf17,Negr1,->
Tnfrsf11b,Nrxn3,->
Bnip3l,Gabarapl1,->
Mycn,Mcm4,->
Tp53,Eomes,->
Tp53,Il6ra,->
Rela,Cd40lg,->
Tp53,Rigi,->
Rigi,Ikbke,->
Tp53,Aurka,-|
Aurka,Faf1,-|
Tp53,Per2,->
Per2,Pou2f1,-|
Tp53,Prrx1,->
Prrx1,Mafb,-|
Prkaca,Atf1,->
Akt1,Dlc1,->
Nr1d1,Nupr1,-|
Tp53,Fgf2,-|
Creb1,Il18bp,->
Casp1,Il1a,->
Tp53,Egr2,->
Mapk8,Ywhab,-|
Tp53,Col2a1,->
Tp53,Sqstm1,->
Sqstm1,Ntrk2,->
Tp53,Nkx3-1,-|
Nkx3-1,Hdac1,-|
Tp53,Fos,-|
Tp53,Ngf,->
Tp53,Nfe2l2,->
Tp53,Camk4,->
Camk4,Crem,->
Insr,Ptprf,->
Tp53,Map1b,->
Cdk5,Sh3glb1,->
Tp53,Elf4,-|
Tp53,Jun,->
Tnfsf14,Ltbr,->
Yy1,Tnfrsf4,->
Akt1,Nrf1,->
Tp53,Bnip3,->
Bnip3,Rheb,-|
Mapk1,Ncoa1,->
Rigi,Tbk1,->
Tp53,Apoe,->
Tp53,Nfya,->
Tp53,Ehmt2,->
Tp53,Dcc,->
Casp3,Hnrnpu,->
Dapk1,Pin1,-|
Irf1,Cxcl10,->
Irf1,Il17a,->
Tp53,Apaf1,->
Tp53,Krt15,->
Tp53,Map3k5,->
Tp63,Krt5,->
Tnfrsf11b,Ace2,->
Creb1,Tnfsf11,->
Tp53,Lrrc4,->
Lrrc4,Neto2,->
Tp53,Tfrc,->
Tp53,Ep300,->
Ep300,Myb,->
Casp6,Lmna,->
Tp53,Calm3,->
Tp63,Il12b,->
Tp53,Aifm1,->
Tp53,Rock1,->
Rock1,Myl9,->
Tp53,Clu,->
Tp53,Mdm2,->
Tp53,Casp9,->
Tp53,Foxp3,->
Tp53,Dcaf1,->
Dcaf1,Mcm10,-|
Tp53,Dyrk2,->
Dyrk2,Gli3,-|
Parp1,Mre11,->
Creb1,Tcf3,->
Fas,Casp8ap2,->
Tp53,Cd44,-|
Tp53,Klf4,->
Prkca,Ahr,->
Cebpe,Cebpg,->
Tp53,Nlrc4,->
Nlrc4,Nod1,-|
Mapk14,Mapkapk2,->
Tp53,Th,->
Mapk14,Zfp36,->
Tp53,Gfi1,->
Tp53,Mpo,->
Tp53,Calm1,->
Csnk2a2,Nol3,->
Tp53,Zbtb7a,->
Tp53,Stk11,->
Tp53,Nr4a3,->
Nr4a3,Nr4a2,->
Tp53,Mmp2,->
Tp53,Pdgfrb,->
Csnk2a2,Spib,-|
Notch1,Pax8,->
Mycn,Enpp2,->
Tp53,Srebf1,-|
Ets1,Nr2f1,->
Gli1,Il1r2,->
Tp53,Wnk2,->
Wnk2,Stk39,->
Hipk2,Pax6,->
Prrx1,Mafk,-|
Mapk8,Nfatc3,-|
Cd59b,Tnfsf15,->
Tp53,Bad,->
Prkcg,Sdc2,->
Tp53,Nqo1,->
Tp53,Ccl12,->
Mycn,Crabp2,->
Tp53,Akt2,->
Tp53,Mndal,->
Tp53,Tgfbr2,->
Tp53,Pdcd4,->
Tp53,Bid,->
Tp53,Mst1,->
Mst1,H2bc3,->
Tnfrsf11b,Nrxn2,->
Tp53,Tbx3,->
Irf1,Irf8,->
Tp53,Dsc3,->
Dsc3,Dsg3,->
Tp53,Daxx,->
Tp53,H3c11,->
Map3k14,Traf2,->
Abl1,Btk,-|
Tp53,Cd40,->
Cd40,Traf3,->
Tp53,Map2k3,->
Foxo1,Ppara,->
Gsk3b,Cebpa,->
Tnfrsf10b,Tradd,->
Tp53,Bak1,->
Akt1,Nr4a1,-|
Tp53,Pidd1,->
Pidd1,Ikbkg,->
Tp53,Fasn,-|
Tp53,Csnk2b,-|
Csnk2b,Atf4,->
Tp53,Sp7,-|
Sumo1,Sox6,->
Cdk5,Mapk10,->
Tp53,Bmp2,->
Bmp2,Gpc1,->
Tp53,Ptk2,->
Cxcr4,Gnai3,->
Tp53,Cdkn2a,->
Dnmt1,Mbd2,-|
Aurka,Wwc1,->
Pdgfrb,Slk,->
Tp53,H2-D1,->
Tp53,Thbs1,->
Tp53,Inhba,->
Tp53,Hdac2,->
Tp53,Hif1a,-|
Irf1,Irf2,->
Thra,Nr2f2,->
Tp53,Lta,->
Tp53,Egfr,->
Tp53,Siva1,->
Tnf,Tnfrsf1b,->
Tp53,Bcl3,-|
Abl1,Mtor,->
Tp53,Ccnd2,->
Tp53,Carm1,->
Carm1,Relb,->
Nlrc4,Ripk2,-|
Hr,Tnfrsf12a,->
Abl1,Stk4,->
Mapk1,Tgfb1i1,->
Creb1,Tgfb2,->
Tp53,Cav1,->
Cav1,Slc1a2,-|
Tp53,Furin,->
Furin,Vwf,->
Tp53,Dusp4,->
Dusp4,Mapk9,-|
Mapk8,Stat5a,->
Id2,Tcf12,-|
Tp53,Keap1,->
Tp53,Mta1,->
Tp53,Tfdp1,->
Gfi1,Gfi1b,->
Tp53,Tdg,->
Tdg,Pgr,->
Cdk4,Myog,-|
Tp53,Kit,->
Kit,Il7r,->
Tp53,Psme3,->
Psme3,Ncoa3,-|
Tp53,Mnda,->
Akt1,Mxd1,-|
Tfap2a,Dbh,->
Tp53,Nkx2-1,->
Sp1,Adam17,->
Mapk14,Mef2c,->
Tp53,Nfatc4,-|
Fgf2,Gpc4,->
Tp53,Prkg1,->
Prkg1,Ppp1r12a,->
Fn1,Mag,->
Casp2,Ripk1,->
Tp53,Ptpn6,->
Tp53,Igfbp7,->
Tp53,H2-Q10,->
Tp53,Egf,->
Tp53,Tbp,->
Chuk,Irf7,->
Tp53,Bcl2,-|
Tp53,Tnfsf10,->
Chuk,Hdac3,->
Tp53,Ccne1,-|
Tp53,Cdc42bpa,->
Cdc42bpa,Il1r1,->
Cdk2,Ets2,->
Tp53,Tfap2c,->
Tp53,App,->
Hr,Casp14,->
Tp53,Hmox1,->
Tp53,Lgals1,->
Tp53,Bcl6,->
Myc,Rel,->
Tp53,Lck,->
Prkca,Ppp1r14a,->
Tp53,E2f4,->
Tp53,Krt14,->
Bid,Bcl2l2,-|
Mapk14,Pias2,->
Prkaca,Tfam,->
Tp53,Ndrg2,->
Prkca,Nr1h4,->
Mycn,Ptprt,->
Tp53,Il4,-|
Tp53,Klf5,->
Klf5,Ltf,->
Tp53,Dido1,->
Egr2,Egr3,->
Tp53,Abcc1,->
Notch1,Dll1,->
Mycn,Prlhr,->
Tgfbr2,Tgfbr1,->
Apex1,Arnt,->
Tp53,Xiap,->
Tp53,Fus,->
Tp53,Foxm1,-|
Foxm1,Bmi1,->
Tp53,Tgfb1,->
Tnfrsf17,Ntm,->
Ntm,Lrrc4c,->
Lrrc4c,Unc5a,->
Dcc,Src,->
Src,H2-K1,->
Unc5a,Pick1,->
Pick1,Prkca,->
Prkca,Mapk3,->
Prkca,Tp53,->
Lrrc4c,Dlg4,->
Dlg4,Grin2a,->
Grin2a,Plcg1,->
Plcg1,Fyn,->
Fyn,Max,->
Prkca,Crebbp,-|
Src,Rock2,->
Rock2,Irf4,->
Lrrc4c,Ntng1,->
Ntng1,Siglec5,->
Siglec5,Siglec12,->
Siglec12,Tnfrsf11b,->
Src,Ctnnb1,->
Nos1,Nfkbia,-|
Nfkbia,Nfkb1,->
Nfkb1,Foxa2,->
Prkca,Foxo1,->
Prkca,Mef2c,->
Mef2c,Hand2,->
Src,Rps6ka3,->
Rps6ka3,Foxl2,->
Prkca,Twist1,->
Src,Cdk1,->
Nfkbia,Rela,->
Rela,Bax,-|
Hdac2,Stat3,->
Stat3,Il13,->
Src,Mdm2,->
Mdm2,Kat5,-|
Src,Akt1,->
Akt1,Sirt6,->
Src,Gtf2i,->
Prkaca,Vdr,->
Src,Atg9a,->
Atg9a,Ywhae,->
Rela,Tp63,->
Tp63,Chn1,->
Ctnnb1,Id2,->
Src,Hsp90aa1,->
Dcc,Ptk2,->
Src,Ikbkb,->
Ikbkb,Irf3,->
Prkaca,Rara,->
Prkca,Mapk1,->
Mapk1,Bmf,->
Ptk2,Nanog,->
Nanog,Gata2,-|
Prkaca,Creb1,->
Pick1,Erbb2,->
Prkaca,Hsf1,->
Src,Esr1,->
Src,Stat5a,->
Stat5a,Ebf1,->
Src,Rxra,->
Akt1,Htra2,-|
Prkaca,Gata4,->
Src,Cdkn1b,-|
Rela,Becn1,->
Rela,Myc,->
Rela,Klf2,->
Prkca,Stk3,->
Rela,Plk1,->
Prkca,Pdpk1,->
Rela,Mcl1,->
Src,Casp8,-|
Src,Ppp2ca,-|
Rela,Il6,->
Nanog,Dkk1,->
Nanog,Pax6,-|
Pax6,Btc,->
Prkaca,Tnfrsf1a,->
Prkaca,Tfap2a,->
Rxra,Bmal1,->
Rela,Fn1,->
Stat3,Sox2,->
Prkca,Nfatc2,->
Hdac2,Yy1,-|
Ntm,Lrrn3,->
Prkca,Hand1,->
Dscam,Notch3,->
Notch3,Rbpj,->
Prkca,Gsk3b,-|
Prkca,Nkx3-1,->
Nkx3-1,Dkk3,->
Stat3,Sall4,->
Src,Cdk4,->
Prkca,Csnk1d,->
Csnk1d,Epas1,->
Rela,Nr0b2,->
Rela,Egr1,-|
Egr1,Col11a1,->
Src,Fos,->
Fos,Tnfaip6,->
Prkaca,Fas,->
Src,Ar,->
Rela,Il10,->
Prkca,Hes1,-|
Hes1,Tlx3,->
Src,Ntrk1,->
Src,Igf1r,->
Nfkbia,Btrc,->
Btrc,Ezh2,-|
Prkca,Birc5,->
Birc5,Diablo,-|
Btrc,Smad4,-|
Rela,Il1b,->
Nfkb1,H2-T23,->
Prkca,Nr1i2,->
Prkca,Hoxb7,->
Rela,Tp53bp2,->
Nfkb1,Bcl2a1,->
Rela,Smad7,->
Prkca,Chek2,->
Chek2,E2f3,->
Prkca,Tp53bp1,->
Prkaca,Capn2,->
Src,Pparg,->
Pparg,Klf6,-|
Yy1,Mcm5,->
Rela,Pink1,->
Stat3,Etv6,->
Stat3,Smad1,->
Rela,Tnf,->
Sh3glb1,Uvrag,->
Nfkb1,Ltb,->
Foxa2,Ano2,->
Stat3,Rorc,->
Src,Tp73,->
Tp73,Trp53inp1,->
Fyn,Rtn4,->
Prkaca,Wt1,-|
Prkca,Srf,->
Hdac2,Ciita,-|
Prkca,Rora,->
Prkca,Txn,->
Nfkb1,Fgfr1,->
Prkca,Irs1,->
Ar,Runx2,-|
Prkca,Nfatc1,-|
Stat3,Pax3,-|
Prkca,Prkcz,->
Prkcz,Stat6,->
Fos,Il11,->
Rela,Fcgr1,->
Fcgr1,Lilrb3,->
Prkca,Trpm2,->
Prkca,E2f1,->
Src,Prmt5,->
Prmt5,Hoxa9,->
Rela,Ifng,->
Ptk2,Ptpn11,-|
